,"original vs detected","count"
118,"(Comedy&SpokenWord, Blues)",2
115,"(Religious, Hip-Hop)",2
98,"(World, EasyListening&Vocals)",2
97,"(EasyListening&Vocals, Blues)",2
89,"(Childrens's, Comedy&SpokenWord)",2
88,"(NewAge, Childrens's)",2
84,"(Blues, World)",2
83,"(Blues, EasyListening&Vocals)",2
70,"(Hip-Hop, Soundtracks&More)",2
69,"(Comedy&SpokenWord, Childrens's)",2
67,"(EasyListening&Vocals, Religious)",2
63,"(Jazz, Rock&Pop)",2
59,"(Religious, R&B&Soul)",2
56,"(Alternative&Punk, Childrens's)",2
52,"(Jazz, Hip-Hop)",2
49,"(Electronic&Dance, Religious)",2
47,"(Rock&Pop, Jazz)",2
46,"(Childrens's, World)",2
45,"(Reggae, Rock&Pop)",2
44,"(R&B&Soul, Blues)",2
12,"(Electronic&Dance, World)",2
280,"(Comedy&SpokenWord, Rock&Pop)",1
276,"(World, World)",1
274,"(Folk, Reggae)",1
273,"(NewAge, Latin)",1
272,"(Religious, EasyListening&Vocals)",1
270,"(Reggae, EasyListening&Vocals)",1
265,"(Classical, Rock&Pop)",1
255,"(NewAge, Reggae)",1
254,"(Hip-Hop, Folk)",1
251,"(World, Religious)",1
249,"(Alternative&Punk, Jazz)",1
246,"(Rock&Pop, EasyListening&Vocals)",1
245,"(Blues, Electronic&Dance)",1
236,"(Country, Comedy&SpokenWord)",1
235,"(Comedy&SpokenWord, Religious)",1
229,"(EasyListening&Vocals, NewAge)",1
223,"(Classical, Hip-Hop)",1
221,"(Country, Blues)",1
219,"(Reggae, Alternative&Punk)",1
218,"(Comedy&SpokenWord, Jazz)",1
217,"(Classical, Childrens's)",1
211,"(Soundtracks&More, Religious)",1
203,"(Folk, Religious)",1
202,"(Rock&Pop, Electronic&Dance)",1
197,"(R&B&Soul, Electronic&Dance)",1
188,"(Rock&Pop, Alternative&Punk)",1
184,"(Jazz, Soundtracks&More)",1
177,"(Religious, NewAge)",1
175,"(Childrens's, Reggae)",1
172,"(Folk, Hip-Hop)",1
170,"(Soundtracks&More, World)",1
168,"(Blues, Soundtracks&More)",1
166,"(Jazz, Electronic&Dance)",1
164,"(Folk, EasyListening&Vocals)",1
162,"(Electronic&Dance, Country)",1
152,"(Reggae, World)",1
148,"(R&B&Soul, Folk)",1
145,"(Classical, R&B&Soul)",1
138,"(Country, Jazz)",1
135,"(Blues, Hip-Hop)",1
133,"(Electronic&Dance, Rock&Pop)",1
132,"(NewAge, Jazz)",1
121,"(EasyListening&Vocals, Hip-Hop)",1
120,"(Alternative&Punk, NewAge)",1
117,"(Hip-Hop, NewAge)",1
114,"(Hip-Hop, Jazz)",1
111,"(R&B&Soul, Alternative&Punk)",1
108,"(Electronic&Dance, Hip-Hop)",1
106,"(Religious, Soundtracks&More)",1
104,"(Electronic&Dance, Folk)",1
103,"(Rock&Pop, Soundtracks&More)",1
102,"(Childrens's, Electronic&Dance)",1
100,"(Alternative&Punk, World)",1
95,"(Jazz, Alternative&Punk)",1
94,"(World, Blues)",1
93,"(Soundtracks&More, Blues)",1
82,"(NewAge, Comedy&SpokenWord)",1
81,"(Electronic&Dance, Blues)",1
77,"(Religious, Electronic&Dance)",1
73,"(NewAge, Soundtracks&More)",1
72,"(Comedy&SpokenWord, Folk)",1
71,"(Religious, Reggae)",1
66,"(Latin, Childrens's)",1
60,"(Alternative&Punk, EasyListening&Vocals)",1
43,"(Alternative&Punk, Hip-Hop)",1
38,"(Alternative&Punk, Folk)",1
34,"(Blues, Latin)",1
33,"(NewAge, Classical)",1
30,"(Reggae, NewAge)",1
24,"(Soundtracks&More, Electronic&Dance)",1
21,"(Rock&Pop, Hip-Hop)",1
18,"(Alternative&Punk, Reggae)",1
14,"(Rock&Pop, Folk)",1
10,"(Hip-Hop, Country)",1
7,"(Hip-Hop, Childrens's)",1
6,"(Comedy&SpokenWord, EasyListening&Vocals)",1
5,"(Comedy&SpokenWord, Electronic&Dance)",1
4,"(Soundtracks&More, NewAge)",1
1,"(Hip-Hop, Rock&Pop)",1
0,"(Rock&Pop, World)",1
,,
,,950
