,original vs detected,count
244,"(Latin, Jazz)",1
245,"(NewAge, Rock&Pop)",10
246,"(Rock&Pop, Reggae)",2
247,"(Reggae, Hip-Hop)",8
248,"(Reggae, Childrens's)",3
249,"(Reggae, Reggae)",11
250,"(Blues, Electronic&Dance)",1
251,"(Rock&Pop, EasyListening&Vocals)",2
252,"(Country, Country)",8
253,"(EasyListening&Vocals, World)",2
254,"(Country, Hip-Hop)",3
255,"(Alternative&Punk, Jazz)",2
256,"(World, Religious)",4
257,"(Rock&Pop, Latin)",2
258,"(Rock&Pop, Blues)",10
259,"(NewAge, Reggae)",1
260,"(Soundtracks&More, Soundtracks&More)",3
261,"(World, Soundtracks&More)",1
262,"(Jazz, Country)",4
263,"(Electronic&Dance, Electronic&Dance)",13
264,"(Electronic&Dance, Soundtracks&More)",1
265,"(Rock&Pop, Childrens's)",2
266,"(Soundtracks&More, Rock&Pop)",7
267,"(Religious, Childrens's)",3
268,"(Comedy&SpokenWord, Comedy&SpokenWord)",7
269,"(Latin, Reggae)",4
270,"(Classical, Rock&Pop)",3
271,"(Classical, Latin)",4
272,"(Folk, Folk)",6
273,"(Country, Soundtracks&More)",2
274,"(Reggae, EasyListening&Vocals)",2
275,"(Religious, EasyListening&Vocals)",4
276,"(Soundtracks&More, Reggae)",1
277,"(Alternative&Punk, Country)",1
278,"(World, Alternative&Punk)",4
279,"(Latin, Electronic&Dance)",1
280,"(Latin, Blues)",3
281,"(Folk, Blues)",2
282,"(Hip-Hop, Hip-Hop)",4
283,"(Electronic&Dance, EasyListening&Vocals)",3
284,"(Classical, Folk)",5
285,"(EasyListening&Vocals, Latin)",5
286,"(Childrens's, R&B&Soul)",5
287,"(World, Reggae)",1
288,"(Comedy&SpokenWord, Alternative&Punk)",2
289,"(Jazz, Latin)",5
290,"(Latin, Hip-Hop)",3
291,"(Country, Childrens's)",3
