,original vs detected,count
185,"(NewAge, Classical)",5
186,"(Rock&Pop, R&B&Soul)",2
187,"(Hip-Hop, Electronic&Dance)",3
188,"(Latin, Religious)",4
189,"(Blues, Comedy&SpokenWord)",6
190,"(NewAge, EasyListening&Vocals)",4
191,"(Alternative&Punk, Folk)",10
192,"(Alternative&Punk, Classical)",4
193,"(Soundtracks&More, Latin)",7
194,"(World, Classical)",5
195,"(Country, Religious)",5
196,"(Jazz, Jazz)",18
197,"(Alternative&Punk, Alternative&Punk)",7
198,"(Jazz, Comedy&SpokenWord)",3
199,"(R&B&Soul, NewAge)",3
200,"(Latin, R&B&Soul)",6
201,"(Alternative&Punk, Childrens's)",4
202,"(Blues, Classical)",3
203,"(EasyListening&Vocals, Electronic&Dance)",2
204,"(Alternative&Punk, EasyListening&Vocals)",2
205,"(Soundtracks&More, Comedy&SpokenWord)",8
206,"(R&B&Soul, Soundtracks&More)",3
207,"(Jazz, Rock&Pop)",6
208,"(Jazz, Folk)",7
209,"(Latin, Childrens's)",6
210,"(Hip-Hop, Soundtracks&More)",3
211,"(Religious, Folk)",3
212,"(NewAge, Soundtracks&More)",6
213,"(Soundtracks&More, Country)",8
214,"(NewAge, Alternative&Punk)",11
215,"(Folk, Alternative&Punk)",3
216,"(NewAge, Childrens's)",6
217,"(Childrens's, Comedy&SpokenWord)",3
218,"(R&B&Soul, Hip-Hop)",16
219,"(Reggae, Religious)",2
220,"(Reggae, R&B&Soul)",21
221,"(Soundtracks&More, Blues)",2
222,"(World, Blues)",5
223,"(Religious, Religious)",8
224,"(World, EasyListening&Vocals)",7
225,"(Reggae, Blues)",8
226,"(Religious, Soundtracks&More)",5
227,"(Alternative&Punk, Blues)",8
228,"(Electronic&Dance, Hip-Hop)",8
229,"(Classical, NewAge)",9
230,"(Alternative&Punk, Religious)",11
231,"(Electronic&Dance, Reggae)",6
232,"(R&B&Soul, Reggae)",10
233,"(R&B&Soul, Alternative&Punk)",3
234,"(Hip-Hop, Jazz)",10
235,"(Alternative&Punk, NewAge)",1
236,"(Rock&Pop, Country)",16
237,"(NewAge, Hip-Hop)",2
238,"(NewAge, Country)",13
239,"(R&B&Soul, EasyListening&Vocals)",6
240,"(R&B&Soul, Latin)",2
241,"(R&B&Soul, Rock&Pop)",3
242,"(Reggae, Electronic&Dance)",2
243,"(Jazz, EasyListening&Vocals)",2
244,"(Folk, Childrens's)",4
245,"(EasyListening&Vocals, Folk)",6
246,"(Classical, Religious)",4
247,"(Country, Jazz)",8
248,"(Childrens's, Country)",10
249,"(NewAge, NewAge)",7
250,"(Latin, World)",1
251,"(Alternative&Punk, Rock&Pop)",10
252,"(R&B&Soul, Folk)",3
253,"(Comedy&SpokenWord, Country)",12
254,"(Folk, Soundtracks&More)",7
255,"(Country, Electronic&Dance)",1
256,"(Electronic&Dance, Classical)",1
257,"(Blues, Alternative&Punk)",3
258,"(Childrens's, Childrens's)",7
259,"(Folk, Classical)",1
260,"(EasyListening&Vocals, Rock&Pop)",8
261,"(Comedy&SpokenWord, Latin)",4
262,"(Blues, Soundtracks&More)",1
263,"(Soundtracks&More, World)",6
264,"(Folk, Hip-Hop)",5
265,"(Jazz, NewAge)",1
266,"(Religious, Comedy&SpokenWord)",2
267,"(EasyListening&Vocals, Childrens's)",2
268,"(Hip-Hop, Alternative&Punk)",8
269,"(Jazz, Soundtracks&More)",1
270,"(Comedy&SpokenWord, R&B&Soul)",4
271,"(Hip-Hop, Reggae)",9
272,"(Folk, Religious)",8
273,"(EasyListening&Vocals, EasyListening&Vocals)",5
274,"(Soundtracks&More, Religious)",4
275,"(Hip-Hop, R&B&Soul)",12
276,"(World, Comedy&SpokenWord)",2
277,"(Classical, Childrens's)",2
278,"(Comedy&SpokenWord, Jazz)",1
279,"(Jazz, Reggae)",2
280,"(R&B&Soul, Childrens's)",5
281,"(Country, Blues)",7
282,"(Hip-Hop, Blues)",10
283,"(Childrens's, Alternative&Punk)",5
284,"(Religious, Classical)",8
285,"(Alternative&Punk, Soundtracks&More)",3
286,"(Electronic&Dance, R&B&Soul)",4
287,"(Classical, Jazz)",6
288,"(Folk, Comedy&SpokenWord)",10
289,"(Latin, Jazz)",10
290,"(Rock&Pop, Reggae)",1
291,"(Reggae, Hip-Hop)",8
292,"(Reggae, Reggae)",19
293,"(Rock&Pop, EasyListening&Vocals)",2
294,"(EasyListening&Vocals, World)",6
295,"(Alternative&Punk, Jazz)",4
296,"(Rock&Pop, Latin)",3
297,"(NewAge, Reggae)",8
298,"(Soundtracks&More, Soundtracks&More)",13
299,"(World, Soundtracks&More)",3
300,"(Religious, World)",1
301,"(Classical, Latin)",3
302,"(Country, Soundtracks&More)",2
303,"(Religious, Childrens's)",5
304,"(Country, EasyListening&Vocals)",3
305,"(Alternative&Punk, Country)",9
306,"(NewAge, Latin)",9
307,"(Reggae, Comedy&SpokenWord)",5
308,"(Folk, Reggae)",4
309,"(Latin, Electronic&Dance)",1
310,"(World, World)",11
311,"(Latin, Blues)",3
312,"(Folk, Blues)",7
313,"(Hip-Hop, Hip-Hop)",11
314,"(Reggae, Latin)",7
315,"(Childrens's, R&B&Soul)",9
316,"(EasyListening&Vocals, Latin)",7
317,"(Classical, Folk)",5
318,"(Latin, Hip-Hop)",2
319,"(Comedy&SpokenWord, Alternative&Punk)",5
