,id,scaled_mfcc,scaled_rp,scaled_levenshtein,aggregated
30,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.22211014370612722,0.07131472893287202,0.29025744573447754,0.19456077279115894
31,music/Melodic Death Metal/Orbit Culture - Sun Of All.mp3,0.18510574316880535,0.20188468546045185,0.20242301867743565,0.19647114910223096
32,music/Small Cover Song Library/The Jackson 5 - I Want You Back.mp3,0.1120031451123851,0.35941199606658697,0.1352852094901565,0.20223345022304284
33,music/Old Pop/The Jackson 5 - I Want You Back.mp3,0.1120031451123851,0.35941199606658697,0.1352852094901565,0.20223345022304284
34,music/Rock/Radiohead - Creep.mp3,0.26917477370965515,0.1802085824621378,0.1574962140333165,0.20229319006836985
35,music/Rock/Sum 41 - Pieces.mp3,0.18383736597656503,0.28627794329376405,0.14184755174154468,0.20398762033729123
36,music/Klassik Solo/Alice Sara Ott - Prélude in D Flat Major (_Raindrop_) Op28 No15.mp3,0.15886642951871557,0.10132912178601008,0.3679959616355376,0.20939717098008773
37,music/Small Cover Song Library/Pvris - Chandelier.mp3,0.18023517202141792,0.29008708465690697,0.1580010095911156,0.20944108875648015
38,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.2196883562248244,0.2173688808461953,0.20292781423523473,0.21332835043541812
39,music/Klassik Solo/Mozart_ Piano Sonata No11 In A K 331 -_Alla Turca_ - 3 Alla Turca (Allegretto).mp3,0.3199097249400353,0.12233616025145065,0.198889449772842,0.21371177832144264
40,music/Black Metal/Immortal - All Shall Fall.mp3,0.19593487492237743,0.17203661901848474,0.27763755678950025,0.2152030169101208
41,music/Jazz/Lou Tavano - The Call.mp3,0.25245935925658464,0.15914686446896537,0.23523472993437658,0.21561365121997556
42,music/Small Cover Song Library/Toto - Africa.mp3,0.12773481358850117,0.32719516259896414,0.19232710752145382,0.21575236123630637
43,music/Melodic Death Metal/At The Gates - Slaughter of the Soul.mp3,0.263788659582795,0.19427546622157682,0.18929833417465927,0.21578748665967704
44,music/Old Pop/David Bowie - Life On Mars.mp3,0.16909678953273993,0.28090055513509093,0.19989904088844018,0.21663212851875702
45,music/Klassik Orchester/Ludovico Einaudi - Divenire.mp3,0.20729717563958897,0.062419781110455666,0.38213023725391215,0.2172823980013189
46,music/Sountrack/Mass Effect 3 - Leaving Earth.mp3,0.4126888345599199,0.10979343539335396,0.13780918727915195,0.2200971524108086
47,music/Small Cover Song Library/Alan Walker - Faded (Piano Version).mp3,0.24623113246425177,0.18757312267071888,0.24482584553255932,0.22621003355584332
48,music/New Pop/Anna Burch - 2 Cool 2 Care.mp3,0.17694126221514817,0.3045444887954218,0.1978798586572438,0.2264552032226046
49,music/Old Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.2280819863442517,0.2914952625362083,0.16456335184250379,0.2280468669076546
50,music/Rock/Pvris - My House.mp3,0.1917406639596794,0.2630717093287595,0.23119636547198386,0.2286695795868076
51,music/Small Cover Song Library/Sia - Chandelier.mp3,0.1529232092045573,0.39180953720568606,0.15497223624432105,0.23323499421818814
52,music/Small Cover Song Library/Fuer Elise 1.mp3,0.43312810774529864,0.09421529415021444,0.18576476527006563,0.23770272238852627
53,music/Klassik Solo/Beethoven - Für Elise.mp3,0.43312810774529864,0.09421529415021444,0.18576476527006563,0.23770272238852627
54,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.16444631575538282,0.27252424166714206,0.29328621908127206,0.24341892550126565
55,music/Old Pop/Corey Hart - Sunglasses At Night.mp3,0.22241867803026374,0.22420868728944957,0.292781423523473,0.2464695962810621
56,music/New Pop/Aurora - Running With The Wolves.mp3,0.22302046324452385,0.2856625219596356,0.2342251388187784,0.24763604134097927
57,music/Old Pop/Fools Garden - Lemon Tree.mp3,0.1721045102141555,0.3779927775949467,0.19586067642604746,0.2486526547450499
58,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.20303346144126058,0.35174839590324747,0.19687026754164563,0.25055070829538456
59,music/Old Pop/Marvin Gaye - Ain't No Mountain High Enough.mp3,0.15712515285708334,0.4577601789989582,0.14386673397274105,0.25291735527626086
60,music/Melodic Death Metal/Amon Amarth - The Last Stand Of Frej.mp3,0.2516847256814638,0.14322034981969983,0.36446239273094394,0.25312248941070253
61,music/Rock/twenty one pilots - Car Radio.mp3,0.19950005431077444,0.3044926372162812,0.2579505300353357,0.25398107385413043
62,music/Melodic Death Metal/Insomnium - Weather the Storm.mp3,0.31256021263623407,0.18409625648460906,0.2675416456335184,0.2547327049181205
63,music/Electronic/Alan Walker - Faded.mp3,0.2663536610283531,0.3621306558620529,0.1468955073195356,0.25845994140331385
64,music/Small Cover Song Library/Alan Walker - Faded.mp3,0.2663536610283531,0.3621306558620529,0.1468955073195356,0.25845994140331385
65,music/Old Pop/Earth Wind And Fire - September.mp3,0.28017613975754285,0.30777200368834756,0.1928319030792529,0.2602600155083811
66,music/Melodic Death Metal/Omnium Gatherum - New World Shadows.mp3,0.24635797132063608,0.21461084054922766,0.3276123170116103,0.2628603762938247
67,music/New Pop/Boy - Little Numbers.mp3,0.1896540317244062,0.4527755419614174,0.15244825845532559,0.26495927738038305
68,music/Small Cover Song Library/Toto - Africa by Leo (feat Hannah Boulton & Rabea Massaad).mp3,0.26078462330065044,0.3626569353384109,0.1746592629984856,0.2660336072125157
69,music/Melodic Death Metal/In Flames - The New Word.mp3,0.30739177372803167,0.25805283830485526,0.23826350328117113,0.267902705104686
70,music/Rock/Blink-182 - Adam's Song.mp3,0.26623587396770865,0.28081791228961117,0.2574457344775366,0.2681665069116188
71,music/Old Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.20606799636181491,0.24461885295313712,0.36092882382635033,0.27053855771376745
72,music/Melodic Death Metal/Gormathon - Remember.mp3,0.2977054198150086,0.2739032266858297,0.24280666330136294,0.27147176993406713
73,music/Melodic Death Metal/In Mourning - The Lighthouse Keeper.mp3,0.2262624616845219,0.16452551730030046,0.42806663301362946,0.2729515373328173
74,music/Other Metal/Gojira - Global warming.mp3,0.2048843262379991,0.2851522265405329,0.3331650681474003,0.2744005403086441
75,music/Melodic Death Metal/Mors Principium Est - Masquerade.mp3,0.29847953029640584,0.23000083538655283,0.2968197879858657,0.27510005122294146
76,music/New Pop/Sigrid - Strangers.mp3,0.1968118756648976,0.43476776253831606,0.19535588086824837,0.2756451730238207
77,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,0.2121473916181645,0.32910379955444174,0.2882382635032812,0.2764964848919625
78,music/Black Metal/Emperor - I Am The Black Wizards.mp3,0.41851910074457616,0.09883381723456558,0.3129732458354367,0.27677538793819284
79,music/Hip Hop English/Kid Cudi - Mr Rager.mp3,0.26224021118794677,0.35018062335996547,0.22110045431600203,0.2778404296213048
80,music/Other Metal/System Of A Down-Toxicity.mp3,0.30864840405469507,0.35486022837739967,0.19131751640585562,0.28494204961265013
81,music/New Pop/Halsey - Heaven In Hiding.mp3,0.21409548361788722,0.47258196694820154,0.17112569409389197,0.2859343815533269
82,music/Electronic/Dynatron - Pulse Power.mp3,0.2679735685744941,0.29354266218654035,0.2978293791014639,0.28644853662083275
83,music/Small Cover Song Library/AC DC - TNT (from Live At Donington).mp3,0.34337004632518014,0.3146206979700318,0.2039374053508329,0.2873093832153483
84,music/Rock/Wallows - Scrawny [Explicit].mp3,0.23968413690536297,0.4564785737752418,0.17112569409389197,0.28909613492483227
85,music/Jazz/Keith Jarrett - Part II Tokyo.mp3,0.2619271737091457,0.06736995142673344,0.5391216557294296,0.2894729269551029
86,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.37505824534896903,0.3354797170393282,0.16002019182231197,0.2901860514035364
87,music/Small Cover Song Library/ACDC Cover - TNT.mp3,0.20358657619601514,0.5021065582270751,0.16506814740030287,0.2902537606077977
88,music/New Pop/Camila Cabello - Havana.mp3,0.17332728727961608,0.5297989549869275,0.1696113074204947,0.2909125165623461
89,music/New Pop/Selena Gomez - Hands To Myself.mp3,0.20449641812709884,0.5044213307560241,0.16607773851590105,0.29166516246634133
90,music/Small Cover Song Library/Serj Tankian - Empty Walls (Orchestra).mp3,0.33718864779271734,0.30341784110259223,0.23573952549217567,0.29211533812916174
91,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.1817512682066182,0.1589140417448773,0.5371024734982333,0.29258926114990963
92,music/Hip Hop German/Yung Larry - Lauch.mp3,0.19484568007369527,0.5474087138194716,0.13780918727915195,0.29335452705743964
93,music/Other Metal/Finntroll - Under Bergets Rot.mp3,0.4391413202740029,0.26285850659583,0.18475517415446743,0.2955850003414334
94,music/New Pop/Trove Lo - Habits.mp3,0.19724806760081198,0.5303346843784541,0.17163048965169106,0.29973774721031904
95,music/Hip Hop German/Audio88 & Yassin - Gnade (feat Nico KIZ).mp3,0.18376431480089597,0.5313288224801468,0.18828874305906107,0.30112729344670125
96,music/Other Metal/Rings Of Saturn - The Macrocosm.mp3,0.24681142534943115,0.2304868736814031,0.4290762241292277,0.30212484105335397
97,music/Melodic Death Metal/Dark Tranquillity - Punish My Heaven.mp3,0.36841707017661646,0.25664116501083545,0.281675921251893,0.302244718813115
98,music/Small Cover Song Library/Dark Tranquillity - Punish My Heaven.mp3,0.36841707017661646,0.25664116501083545,0.281675921251893,0.302244718813115
99,music/Small Cover Song Library/Serj Tankian - Empty Walls.mp3,0.28571490627888957,0.343448068184405,0.27814235234729934,0.30243510893686465
100,music/Other Metal/Eluveitie - Neverland.mp3,0.3793563017874158,0.36830693071532977,0.1635537607269056,0.30373899774321705
101,music/Other Metal/Judas Priest - Painkiller.mp3,0.37169306970865224,0.25726953167485095,0.28369510348308935,0.3042192349555308
102,music/Hip Hop English/Coolio - Gangsta's Paradise.mp3,0.33207074428686134,0.4525580885231518,0.13579000504795558,0.3068062792859896
103,music/Electronic/Miike Snow - Genghis Khan.mp3,0.19459363987171377,0.5832072056551665,0.14992428066633012,0.3092417087310701
104,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.2931712206751384,0.4641854538474574,0.17062089853609289,0.3093258576862296
105,music/Sountrack/Pirates Of The Carribean - Hans Zimmer - Davy Jones.mp3,0.7092396273243783,0.07332904948888957,0.1474003028773347,0.3099896598968675
106,music/Black Metal/Satyricon - Mother North.mp3,0.42560106198032915,0.12346095484753247,0.38515901060070673,0.3114070091428561
107,music/Black Metal/Uada - Black Autumn White Spring.mp3,0.3778721484341667,0.1352992921627111,0.4260474507824331,0.3130729637931036
108,music/Electronic/Fytch - In These Shadows (feat Carmen Forbes).mp3,0.2774761573880757,0.3308850909988188,0.3311458859162039,0.3131690447676995
109,music/New Pop/MGMT - Kids.mp3,0.3043188255335965,0.3629735250614561,0.27763755678950025,0.3149766357948509
110,music/Hip Hop German/Zugezogen Maskulin - Was für eine Zeit.mp3,0.20072827837392268,0.5349670046902494,0.21756688541140837,0.3177540561585268
111,music/Small Cover Song Library/The Jackson 5 - I Want You Back (SPK Mix).mp3,0.2497962891094434,0.581079780329169,0.14437152953054014,0.3250825329897175
112,music/Small Cover Song Library/Dark Tranquillity - Punish My Heaven (Live in Milan 2008).mp3,0.477343673668117,0.1534283132948292,0.3452801615345785,0.32535071616584155
113,music/Jazz/Buddy Rich - Caravan (Remastered 2015).mp3,0.13613636971500218,0.18231445565818766,0.6678445229681979,0.3287651161137959
114,music/Black Metal/Lifelover - Androider.mp3,0.40500481519144227,0.24898592573898337,0.33266027258960124,0.3288836711733423
115,music/Hip Hop English/Achozen - Deuces.mp3,0.17127008475209998,0.677937124971861,0.1413427561837456,0.33018332196923555
116,music/Jazz/Raphael Wressnig - September Nights.mp3,0.24045485864915914,0.5079319918060453,0.24230186774356385,0.3302295727329228
117,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.3130486684581035,0.4197912278369629,0.2645128722867239,0.33245092286059674
118,music/Hip Hop German/Romano - Köpenick.mp3,0.32431985989457707,0.5234244075640915,0.15497223624432105,0.33423883456766323
119,music/Black Metal/Mgla - Exercises In Futility VI.wav,0.2168250776407545,0.20214989785660467,0.5845532559313478,0.3345094104762356
120,music/Hip Hop German/SSIO - Schon wieder Sonntag.mp3,0.20791081006385018,0.6900462954505789,0.12417970721857648,0.3407122709110019
121,music/Other Metal/Trivium - The Crusade.mp3,0.26597093836827873,0.20212391937234014,0.5542655224634023,0.3407867934013404
122,music/Old Pop/The Buggles - The Plastic Age.mp3,0.48278307512517404,0.2332843647394648,0.3104492680464412,0.34217223597036
123,music/Hip Hop German/Kontra K - Erfolg ist kein Glück.mp3,0.233830627164812,0.6596555790472406,0.13730439172135286,0.34359686597780187
124,music/Hip Hop German/Prinz Pi - Kompass ohne Norden.mp3,0.25352856282774094,0.607906368132722,0.17163048965169106,0.3443551402040514
125,music/Hip Hop English/Chiddy Bang - Opposite Of Adults.mp3,0.19292262834309198,0.703236198978538,0.14184755174154468,0.34600212635439154
126,music/New Pop/Dua Lipa - New Love.mp3,0.3124548661089305,0.40539387808499333,0.3225643614336194,0.3468043685425144
127,music/Hip Hop English/Bliss n Eso - Tear The Roof Off (feat Watsky).mp3,0.28960319838606935,0.6119947035508917,0.16658253407370016,0.35606014533688707
128,music/Electronic/Caravan Palace - Lone Digger.mp3,0.27009032418528833,0.5905431853394648,0.20797576981322563,0.35620309311265963
129,music/Hip Hop German/Juju & Said - Berliner Schnauze.mp3,0.20462710058519176,0.7242686889813006,0.14386673397274105,0.3575875078464112
130,music/Electronic/Kadebostany - Early Morning Dreams (Kled Mone Remix).mp3,0.1791326155395771,0.5617138829863024,0.3377082281675921,0.3595182422311572
131,music/Hip Hop English/Logic - Ballin.mp3,0.23551003093621767,0.6149300790589036,0.254416961130742,0.3682856903752878
132,music/Hip Hop English/Grits - Here We Go.mp3,0.24982119291933058,0.6746982280249776,0.18525996971226652,0.36992646355219155
133,music/Klassik Orchester/Liszt - Totentanz.mp3,0.1875292363905114,0.04830119068228528,0.8808682483594145,0.3722328918107371
134,music/Black Metal/Der Weg Einer Freiheit - Letzte Sonne.mp3,0.37543141586278533,0.07770673147317785,0.6733972741039879,0.37551180714665033
135,music/Hip Hop German/Sido - Spring rauf.mp3,0.3177998832636754,0.6793086624737615,0.13831398283695104,0.3784741761914627
136,music/Hip Hop English/Ice Cube - It Was A Good Day.mp3,0.3661889410890939,0.617436590015325,0.1534578495709238,0.37902779355844757
137,music/Old Pop/Michael Jackson - They Don't Care About Us.mp3,0.16708035420086106,0.8043565443859354,0.18980312973245836,0.38708000943975157
138,music/Electronic/Marshmello & Anne-Marie - Friends.mp3,0.3460067570972902,0.7122394739186557,0.1453811206461383,0.4012091172206947
139,music/Klassik Orchester/Grieg_ Peer Gynt Suite No1 Op46 - 4 In der Halle des Bergkönigs.mp3,1.0,0.08151184169221071,0.1398283695103483,0.40711340373418636
140,music/Hip Hop English/Dr Dre - Still DRE [feat Snoop D.ogg].mp3,0.3281644850474341,0.7516697192117548,0.15547703180212014,0.41177041202043635
141,music/Black Metal/Ultha - With Knives To The Throat And Hell In Your Heart.wav,0.38023630463304564,0.1166838463079849,0.7420494699646644,0.4129898736352316
142,music/Klassik Orchester/Rachmaninoff - The Isle of the Dead Op 29.mp3,0.17502991186371106,0.0907750332117093,1.0,0.42193498169180677
143,music/Hip Hop German/257ers - Auseinanda.mp3,0.34381319768193974,0.7815732556018675,0.1751640585562847,0.43351683728003065
144,music/Hip Hop English/Eminem - Not Afraid.mp3,0.3995830624617573,1.0,0.16052498738011106,0.5200360166139562
