,id,scaled_skl,scaled_rp,bpm,scaled_bh,key,scale,scaled_levenshtein,aggregated
22,music/Jazz&Klassik/PianoNocturnes/03_VariousArtists_TchaikovskyOctobre(Chantdautomne)mp3,1.3638778674124776e-08,0.03206528278195996, 164.563705444,0.1596024265340405, D, minor,0.2118214716525935,0.10087229865184316
23,music/Modern&Soundtrack/Soundtrack/ThisWarofMineOST/6-PiotrMusial-WeKeepGoingwav,5.265631964536934e-10,0.0360732594594328, 164.225524902,0.1564249214627874, E, major,0.21158021712907116,0.10101959964446364
24,music/Jazz&Klassik/Sommernacht/11_VariousArtists_RadioSinfonieOrchesterFrankfurtWaltzImp3,7.039309394085854e-10,0.06086192717759981, 172.265396118,0.1359600069634038, D#, major,0.20916767189384802,0.10149740168469565
25,music/Jazz&Klassik/LudovicoEinaudi-Divenire/05-LudovicoEinaudi-Rosemp3,1.334540660718382e-09,0.034023060102452714, 151.87210083,0.1745350457166266, E, major,0.19903498190591074,0.10189827226488268
26,music/Modern&Soundtrack/Orchestral&Instrumental/AnEveninginRivendell/05SongofBerenandLuthienmp3,4.084386446414643e-10,0.10626807273254954, 163.632965088,0.08768185653555712, D, major,0.2151990349819059,0.1022872411646128
27,music/Jazz&Klassik/PianoPoesie/07_Various_DesmondChildTheStoneQuiltmp3,6.398993193377664e-10,0.07344323948488958, 152.105270386,0.13410681145306322, A#, major,0.20410132689987937,0.10291284461943287
28,music/Modern&Soundtrack/Soundtrack/ThisWarofMineOST/6-PiotrMusial-WeKeepGoingmp3,5.65539644465124e-10,0.03593597120887838, 164.770324707,0.16297903239067782, E, major,0.21302774427020507,0.10298568710882522
29,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/07_Various_HowardShoreAKnifeInTheDarkmp3,8.950328260723669e-10,0.06260721277127719, 163.292434692,0.13015106222047226, D, minor,0.2209891435464415,0.10343685485830595
30,music/Modern&Soundtrack/Soundtrack/Leinwandträume/BigFish(SandrasTheme)mp3,3.969829640550701e-10,0.033326333314439925, 163.349273682,0.14640441944670357, F#, minor,0.23425814234016887,0.10349722387457383
31,music/Jazz&Klassik/LudovicoEinaudi-Divenire/08-LudovicoEinaudi-Loriginenascostamp3,4.4166997574836837e-10,0.030761097180506788, 172.265823364,0.17616344661482852, G, major,0.20796139927623644,0.10372148587831043
32,music/Jazz&Klassik/PianoPerlen/02_Various_BrahmsBalladeG-Mollmp3,6.03924494078193e-10,0.02762912003243271, 162.523742676,0.1637836635846532, G, minor,0.2243667068757539,0.1039448727741911
33,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieZweiTürme/01_HowardShore_FoundationsOfStonemp3,9.122422145384464e-10,0.04386682400439228, 164.529174805,0.1539397783718318, E, minor,0.2180940892641737,0.10397517313815999
34,music/Modern&Soundtrack/Soundtrack/DreamfallSoundtrack/08-TheUndergroundCavemp3,4.378438893161681e-10,0.03713803191670831, 154.528121948,0.14873081839042657, A, minor,0.23281061519903498,0.10466986648600343
35,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieZweiTürme/05_HowardShore_TheUruk-haimp3,1.0715129186396725e-09,0.07974844147962812, 163.725021362,0.12273021035844893, D, minor,0.21712907117008443,0.1049019310199186
36,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieZweiTürme/07_HowardShore_TheBlackGateIsClosedmp3,6.951045006910348e-10,0.03731233289383078, 152.208892822,0.16655002221875553, D, minor,0.22026537997587456,0.10603193394589133
37,music/Jazz&Klassik/Bach-Toccata&Fuge/03Fantasia&FugueinGminorBWV542Fantasiamp3,1.2749272703133826e-09,0.0720963410449739, 164.243804932,0.14900669926221194, G, minor,0.20675512665862486,0.10696454206018449
38,music/Modern&Soundtrack/Soundtrack/Hobbit-DesolationOfSmaug/07_HowardShore_TheWoodlandRealm[ExtendedVersion]mp3,4.908105166422227e-10,0.035363451970198495, 163.632461548,0.17948156699250156, D, minor,0.2135102533172497,0.10708881819269006
39,music/Metal&Rock/FolkMetal/Eluveitie-EvocationIIPantheon/Instrumental/10Artiomp3,1.2561667616396222e-09,0.04132802794503923, 155.020309448,0.19783936165262211, A#, major,0.19010856453558503,0.10731898884735327
40,music/Modern&Soundtrack/Soundtrack/Leinwandträume/DieSchöneunddasBiest(Filmthema)mp3,6.159975893004588e-10,0.033451119319572495, 155.193481445,0.18597123991264883, A, major,0.20989143546441497,0.10732844882815848
41,music/Jazz&Klassik/100MeisterwerkederKlassik/Rachmaninov_VocaliseOp34No14mp3,2.581100023924571e-10,0.045177435954218324, 147.702835083,0.177885219331547, E, minor,0.20651387213510253,0.10739413191974445
42,music/Jazz&Klassik/Sommernacht/03_VariousArtists_BostonSymphonyOrchestraNocturnemp3,2.8618974325759597e-10,0.02696758193518174, 129.165206909,0.20522504838577063, E, major,0.19806996381182146,0.10756564860474088
43,music/Modern&Soundtrack/Soundtrack/Hobbit-AnUnexpectedJourney/12_HowardShore_RoastMutton[ExtendedVersion]mp3,1.0706928985825791e-09,0.0950572446615032, 163.583023071,0.1221718706938352, A, minor,0.2135102533172497,0.10768484243582027
44,music/Metal&Rock/PowerMetal/BlindGuardian-ImaginationsThroughTheLookingGlass/Title1-Chapter21wav,2.338154367268634e-09,0.06300165629206894, 154.575378418,0.14457331610646387, G#, major,0.22509047044632086,0.10816636129575202
45,music/Modern&Soundtrack/Soundtrack/Leinwandträume/ET(FlyingTheme)mp3,8.955123898979407e-10,0.052507919186566505, 162.384658813,0.16880704029539492, C, major,0.21230398069963813,0.10840473526927799
46,music/Modern&Soundtrack/Soundtrack/ThisWarofMineOST/2-PiotrMusial-SomePlaceWeCalledHomewav,1.7762454994968307e-08,0.04882275462374499, 135.982635498,0.18173490806402184, C, minor,0.20313630880579012,0.108423497314003
47,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/08_Various_HowardShoreFlightToTheFordmp3,7.181500170027105e-10,0.037915020502500243, 151.662002563,0.18410193490037244, A, minor,0.21326899879372738,0.10882148872868752
48,music/Modern&Soundtrack/Soundtrack/Hobbit-BattleOfTheFiveArmies/04_HowardShore_GuardiansoftheThree[ExtendedVersion]mp3,8.723954893087071e-10,0.05768359967521353, 163.882385254,0.161098816920589, G, major,0.2180940892641737,0.10921912668309294
49,music/Songs/Klassik/AliceSaraOtt-PréludeinDFlatMajor(_Raindrop_)Op28No15mp3,5.794852162677294e-10,0.05177616837769107, 152.223327637,0.1960950145356232, C#, major,0.18914354644149578,0.10925368248357381
50,music/Jazz&Klassik/LangLang-Liszt/12_LangLang_PianoConcertoNo1inEflatmajorS124(LWH4)2QuasiAdagio-Allegrettovivace-Allegroanimatomp3,3.3068610558017424e-10,0.037013528806017916, 152.345214844,0.16444688077847383, B, major,0.23570566948130278,0.10929151984912017
51,music/Modern&Soundtrack/Soundtrack/Leinwandträume/DieLegendedesZorro(ToTheGovernorsAndThenElena)mp3,3.6085822847351946e-10,0.03935181604044928, 152.112564087,0.18729806611231092, F, minor,0.2106151990349819,0.10931627038715008
52,music/Modern&Soundtrack/Soundtrack/GameofThrones-Season6/22-INeedYoubyMySide(BonusTrack)mp3,5.695216656291356e-10,0.03530495193294088, 163.053482056,0.18629403273908912, C, minor,0.21640530759951748,0.10950107321026728
53,music/Jazz&Klassik/LangLang-Liszt/02_LangLang_LaCampanellaIIetudeforpianoinGsharpminor(GrandPaganiniÉtudeNo3)S1413(LWA1733)mp3,3.050508491612775e-10,0.053800117663820875, 163.483779907,0.17794215263212082, G#, minor,0.20699638118214717,0.10968466294578494
54,music/Jazz&Klassik/PianoPoesie/13_Various_RyuichiSakamotoRailroadManmp3,7.314497515155828e-10,0.065595574544594, 172.265670776,0.17543925744268032, C, major,0.19879372738238843,0.10995714002527812
55,music/Modern&Soundtrack/Soundtrack/TheWitcher3-Soundtrack/TheWitcher3OST/29FarewellOldFriendmp3,9.548569564406967e-10,0.06659485482735468, 163.205535889,0.15964380791132365, D, minor,0.21592279855247287,0.11054036556150204
56,music/Modern&Soundtrack/Soundtrack/ThisWarofMineOST/2-PiotrMusial-SomePlaceWeCalledHomemp3,1.2854825943547444e-08,0.04872467047610915, 132.159194946,0.18543441223495122, C, minor,0.20820265379975875,0.11059043734141126
57,music/Jazz&Klassik/100MeisterwerkederKlassik/Chopin_12EtudesOp10-No3InE_Tristesse_mp3,8.127889523624203e-10,0.039019457293951, 129.458267212,0.19933234628852747, E, major,0.20410132689987937,0.1106132828237867
58,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieZweiTürme/17_HowardShore_IsengardUnleashed(featElizabethFraserBenDelMaestro)mp3,9.794835954965954e-10,0.05323056248332612, 144.151687622,0.17805412045193647, D, minor,0.21133896260554885,0.11065591163007377
59,music/Jazz&Klassik/PianoPoesie/16_Various_PhilCoulter-TheYearOfTheFrenchmp3,3.575707110330881e-10,0.06719383525214019, 151.979431152,0.16731515574708666, E, major,0.20820265379975875,0.11067791128913908
60,music/Modern&Soundtrack/Soundtrack/ShadowrunHongKongSoundtrack/SRHK_OfficialSoundtrack_320/Prosperitymp3,3.4246807122021175e-10,0.04153096459539744, 163.304779053,0.19596967989801797, F, minor,0.20579010856453558,0.11082268835010477
61,music/Modern&Soundtrack/Soundtrack/Leinwandträume/AllesüberEva(LiebestraumWalzerNo3)mp3,7.075657204075266e-10,0.039520497129474315, 123.686454773,0.20581101833270363, G#, major,0.19903498190591074,0.1110916245189136
62,music/Jazz&Klassik/Zia-ManyAndGreatAreThyThings/07WeisstDuWievielSternleinStehenwav,1.333880239760829e-09,0.03237106422896216, 164.906387329,0.1614649953934962, D, minor,0.25162846803377564,0.11136613224752856
63,music/Jazz&Klassik/MagicMoments-InTheSpiritOfJazz/11TheKissmp3,9.36345358413065e-10,0.08046245860705412, 172.265686035,0.1661263830060156, C, major,0.19951749095295537,0.1115265833755926
64,music/Modern&Soundtrack/Soundtrack/TheBannerSaga-Soundtrack/16ThreeDaystoCrossmp3,7.927618961214406e-10,0.04672905707955249, 148.19493103,0.16578176926395038, D, minor,0.23425814234016887,0.11169224236910841
65,music/Jazz&Klassik/PianoNocturnes/07_VariousArtists_RachmaninovElégieOp3No1mp3,2.954031593291553e-10,0.02372277212773304, 123.264389038,0.21946619469995277, D#, minor,0.2048250904704463,0.11200351439838382
66,music/Jazz&Klassik/LangLang-Liszt/08_LangLang_HungarianRhapsodyforpianoNo15inAminor(Rákóczi-MarschIII)S24415(LWA13215)mp3,3.9179529213749435e-10,0.07797660180913275, 172.265777588,0.16221089999341756, A, major,0.20844390832328105,0.11215785262940667
67,music/Jazz&Klassik/BerühmteOrgelwerke/01PräludiumundFuged-moll-Buxtehudemp3,7.116157996798259e-10,0.0544192215947464, 162.360610962,0.1879611175395073, D#, minor,0.20675512665862486,0.11228386662612361
68,music/Metal&Rock/AlternativeMetal/SerjTankian-Orca/04-SerjTankian-ActIVmp3,3.8354184475578356e-10,0.03261465534404322, 178.205612183,0.2122062946952028, C, minor,0.20506634499396864,0.11247182385418913
69,music/Modern&Soundtrack/Soundtrack/TheBannerSaga-Soundtrack/10LittleDidTheySleepmp3,5.60193382926662e-10,0.08619417023293816, 164.052871704,0.13741736684479447, G, major,0.2287092882991556,0.11308020648427042
70,music/Jazz&Klassik/PianoPoesie/12_Various_GiovanniAllevi-Panicmp3,4.614822916428088e-10,0.04869467522062895, 163.844619751,0.2039837577642073, F#, major,0.20048250904704462,0.11329023562334078
71,music/Jazz&Klassik/TheNewSoundOfClassic/14WhenAlmondsBlossommp3,9.729477489422444e-10,0.04347491808896985, 163.555358887,0.1779831723367693, D, minor,0.23281061519903498,0.11356717664943046
72,music/Jazz&Klassik/100MeisterwerkederKlassik/Mozart_PianoConcertoNo21InCMajorK467-2Andantemp3,3.0048444808168204e-11,0.033666241542469534, 172.265930176,0.2128975415182101, F, major,0.2106151990349819,0.11429474553142749
73,music/Modern&Soundtrack/Soundtrack/Leinwandträume/TomViv(VivMaurice)mp3,9.443602974590798e-10,0.029381370318384097, 91.0237426758,0.21820710677082517, E, minor,0.20989143546441497,0.11436997837449613
74,music/Jazz&Klassik/Träumerei/10Schubert-Andantemp3,9.134299512362414e-10,0.03426341482066925, 163.191940308,0.21727878353579366, B, major,0.2074788902291918,0.11475527237477116
75,music/Jazz&Klassik/PianoPoesie/02_Various_RyuichiSakamoto-EnergyFlowmp3,3.8945058713273694e-10,0.05119138756498043, 172.265686035,0.2020952238235211, A, minor,0.20627261761158022,0.11488980734738308
76,music/Jazz&Klassik/ContentClassicalOrgan/16Passacagliamp3,1.2473554153552727e-09,0.04460558383974535, 152.128479004,0.2154011148438406, B, minor,0.20024125452352232,0.11506198861361591
77,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/14_Various_HowardShorefeatElizabethFraserLothlorienfeaturingLamentForGandalfmp3,3.2610987261057546e-10,0.035944909828789916, 151.597991943,0.2187343501237041, F, major,0.2060313630880579,0.11517765584166545
78,music/Metal&Rock/PowerMetal/BlindGuardian-ImaginationsThroughTheLookingGlass/Title1-TheBard'sSong(InTheForest)wav,1.3109628391302924e-09,0.08610678540644348, 162.94821167,0.1646252607358302, G#, minor,0.2106151990349819,0.11533681162205461
79,music/Modern&Soundtrack/Orchestral&Instrumental/Vika-FanEdition/07DescendtheShadesofNightmp3,8.197467969647794e-10,0.06434322196063447, 152.08203125,0.19247458104444787, B, minor,0.2048250904704463,0.11541072357381885
80,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/16_Various_HowardShoreAmonHenmp3,6.138920201108622e-10,0.03476649191840669, 165.029403687,0.22176641758674176, A, minor,0.20530759951749095,0.11546012740913286
81,music/Modern&Soundtrack/Orchestral&Instrumental/Vika-FanEdition/04Stonemp3,7.201555304122737e-10,0.06259934239455772, 172.265533447,0.1914438743144194, E, minor,0.20796139927623644,0.11550115417634227
82,music/Jazz&Klassik/100MeisterwerkederKlassik/Saint-Saëns_SamsonetDalilaOp47R288_Act2-_Moncoeurs'ouvreàtavoix_mp3,3.424753459113873e-10,0.057748061607282256, 140.444946289,0.20507319108828984, C#, major,0.19975874547647768,0.11564499962863128
83,music/Modern&Soundtrack/Orchestral&Instrumental/Vika-FanEdition/05IWantYoump3,5.893208320533221e-10,0.07106125983721089, 163.731719971,0.17030092911288694, E, minor,0.22460796139927625,0.11649253773467372
84,music/Jazz&Klassik/PianoCollection/CD4-Brahms/06PianoSonataN°3inFminorOp5-IIAndanteespressivowav,3.4897206971291637e-10,0.04295678636237336, 163.462738037,0.18929707597319476, C#, major,0.23425814234016887,0.11662800125617725
85,music/Jazz&Klassik/TheNewSoundOfClassic/15BlindFilmmp3,3.9788705881118537e-10,0.039967533682678975, 128.612380981,0.22602812679856787, C, major,0.20072376357056695,0.1166798561124252
86,music/Jazz&Klassik/Träumerei/14Debussy-Jardinssouslapluiemp3,2.755078845544085e-10,0.04515662843465098, 152.412368774,0.19782513586232522, B, minor,0.22388419782870927,0.11671649060029834
87,music/Modern&Soundtrack/Pop/SarahBrightman-AWinterSymphony/07TraditionalJesuJoyOfMan'sDesiringmp3,1.176792723381433e-09,0.11012698937282961, 178.205825806,0.15881063471859577, G, major,0.19903498190591074,0.1169931517935322
88,music/Jazz&Klassik/BerühmteOrgelwerke/03PräludiumundFugeE-dur-Lübeckmp3,7.498283028440349e-10,0.0637231215657037, 107.801811218,0.21549328108690824, F, major,0.18938480096501809,0.11715030109186458
89,music/Jazz&Klassik/PianoNocturnes/12_VariousArtists_GabrilovichMélodieenfamp3,3.290765710170664e-09,0.034213258058303074, 151.547897339,0.2254561264571489, E, minor,0.20916767189384802,0.11720926492501643
90,music/Jazz&Klassik/Sommernacht/05_VariousArtists_JanVoglerSalutdamourOp12mp3,2.9057963866731457e-10,0.042562765072092314, 90.5355606079,0.20887803241406597, E, major,0.218335343787696,0.11744403539110848
91,music/Jazz&Klassik/100MeisterwerkederKlassik/Grieg_PeerGyntOp23-PreludeToAct4(MorningMood)(Excerpt)mp3,3.312093896636588e-10,0.03138392307338413, 143.186767578,0.21049528173936569, C#, minor,0.228226779252111,0.11752649609901755
92,music/Jazz&Klassik/100MeisterwerkederKlassik/Wagner_TristanundIsolde_Act3-_Mildundleisewieerlächelt_(IsoldesLiebestod)(Lmp3,6.2647361350129e-10,0.06892481567611501, 163.146530151,0.19817154289787065, B, major,0.20313630880579012,0.11755816700156234
93,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/03_Various_HowardShoreTheShadowOfThePastmp3,5.256050714944882e-10,0.034925886047348864, 172.265686035,0.20836739586299552, D, minor,0.22774427020506635,0.11775938816025394
94,music/Jazz&Klassik/PianoNocturnes/01_VariousArtists_DebussyClairdelunemp3,5.353281037402181e-10,0.03409443183682905, 128.752441406,0.23954713341886488, C#, major,0.1985524728588661,0.11804850966247205
95,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/05_Various_HowardShoreTheBlackRidermp3,8.93100593484374e-10,0.07077144925927595, 152.268585205,0.18269222538859917, D, minor,0.21881785283474064,0.11807038209392909
96,music/Modern&Soundtrack/Soundtrack/Hobbit-BattleOfTheFiveArmies/01_HowardShore_TheDarkestHourmp3,6.202124555693708e-10,0.048657366932703415, 123.636276245,0.22242179854014457, D, minor,0.20193003618817854,0.11825230057030975
97,music/Modern&Soundtrack/Soundtrack/Hobbit-BattleOfTheFiveArmies/08_HowardShore_ThereandBackAgainmp3,2.77382801270964e-10,0.04046180938542086, 143.138275146,0.2156836715896742, G, major,0.21712907117008443,0.11831863810564056
98,music/Modern&Soundtrack/Soundtrack/Hobbit-DesolationOfSmaug/08_HowardShore_FeastofStarlightmp3,1.67806968256297e-10,0.036516588828753506, 105.513092041,0.20843584240910623, D, minor,0.2284680337756333,0.11835511629532501
99,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieRückkehrDesKönigs/18_Various_HowardShorefeatSirJamesGalwayTheGreyHavensmp3,8.328088800184423e-11,0.03988172377598922, 128.813476562,0.24518799080483494, D, major,0.18914354644149578,0.1185533152764002
100,music/Jazz&Klassik/PianoNocturnes/02_VariousArtists_LisztRêvedamourNo3mp3,3.0555739257480576e-10,0.032800780886617864, 119.762367249,0.23569635966848604, G#, major,0.20627261761158022,0.11869243961806038
101,music/Jazz&Klassik/ContentClassicalOrgan/13Offertoirepourlejourdepaquesmp3,1.307192920821613e-09,0.040863641940149874, 140.188781738,0.22986907510903828, D#, minor,0.20410132689987937,0.11870851131406511
102,music/Jazz&Klassik/Sommernacht/10_VariousArtists_PeterWhiteLullaby-AlbumVersionmp3,2.942053676647086e-10,0.0780925800858121, 162.590667725,0.17831466037613472, F, major,0.21857659831121834,0.11874595976684263
103,music/Metal&Rock/Compilations/RelapseRecords-RelapseSampler2017/23UnearthlyTrance-DreamStateArsenalmp3,2.133761963064714e-09,0.11589666796623588, 148.510910034,0.13812406010324066, F#, minor,0.2209891435464415,0.11875246843741999
104,music/Modern&Soundtrack/Soundtrack/Leinwandträume/TodinVenedig(Adagietto)mp3,3.27418017046561e-10,0.044589973977764735, 172.265228271,0.18855838975627362, F, major,0.24390832328106152,0.11926417183562948
105,music/Modern&Soundtrack/Soundtrack/ThisWarofMineOST/13-PiotrMusial-Alonemp3,2.1481925109782504e-10,0.04870673834631968, 143.865463257,0.21250110310153572, A#, minor,0.21640530759951748,0.11940328731554803
106,music/Modern&Soundtrack/Soundtrack/MassEffect3/15-Defeatmp3,1.2151149320819108e-09,0.050833998993807805, 151.457565308,0.19592062804694124, D, minor,0.23088057901085646,0.11940880181668012
107,music/Modern&Soundtrack/Soundtrack/TheBannerSaga-Soundtrack/29Onwardmp3,1.0307647820914431e-09,0.1041312232301634, 172.265686035,0.15280977743389407, G, minor,0.2209891435464415,0.11948253631031594
108,music/Jazz&Klassik/Zia-ManyAndGreatAreThyThings/05Gwerc'hesDiwarHoTronwav,3.4151496011974857e-10,0.03262841794753951, 154.540008545,0.16035606188652787, G#, minor,0.28516284680337756,0.11953683174473997
109,music/Modern&Soundtrack/Soundtrack/Leinwandträume/SiebenJahreinTibet(Filmthema)mp3,4.191369412270417e-10,0.02895653042312699, 123.412567139,0.24469123344111982, A, minor,0.20554885404101328,0.11979915458109926
110,music/Jazz&Klassik/Sommernacht/02_VariousArtists_PaulPottsMusicOfTheNightmp3,7.031399599122795e-10,0.0702761686479186, 122.92124939,0.2137725029699351, C#, major,0.1951749095295537,0.11980589546263683
111,music/Jazz&Klassik/LangLang-Liszt/04_LangLang_GrandGalopchromatiqueforpianoS219(LWA43)mp3,3.589147558182698e-10,0.11168456394836465, 151.808395386,0.15628129221774525, G#, minor,0.21133896260554885,0.11982620478264339
112,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieRückkehrDesKönigs/08_Various_HowardShorefeatRenéeFlemingTwilightAndShadowmp3,2.1388740216469798e-10,0.035143486763343716, 172.265701294,0.22663715337596088, E, minor,0.21761158021712906,0.11984805514258026
113,music/Modern&Soundtrack/Soundtrack/DreamfallSoundtrack/14-TheSwamplandsmp3,4.150186359966002e-10,0.03146164515464142, 164.675567627,0.22090896711841188, D, minor,0.2272617611580217,0.1199080934615234
114,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-June/PigSquealsAndBreakdowns-June-10WithoutAMartyr-Medusa'sGazemp3,2.2689738176374662e-09,0.13244715818937017, 162.978561401,0.14379175661264162, F, major,0.2048250904704463,0.12026600188535799
115,music/Modern&Soundtrack/Soundtrack/DivinityOriginalSin2Soundtrack/DivinityOriginalSin2-TheLostSongs/ArxSquare-AlternativeSong2mp3,5.216708939610947e-10,0.05143009558420523, 162.123657227,0.21715023905355577, F, major,0.21254523522316043,0.12028139259564807
116,music/Modern&Soundtrack/Soundtrack/Hobbit-DesolationOfSmaug/04_HowardShore_TheHouseofBeorn[ExtendedVersion]mp3,3.6095661318823554e-10,0.04009968338791817, 111.292808533,0.22564648682052862, A, minor,0.21544028950542823,0.1202966150187079
117,music/Jazz&Klassik/TheNewSoundOfClassic/09MoonRivermp3,5.201586278795037e-10,0.05846663460191871, 172.265594482,0.22013999081833738, G, major,0.20313630880579012,0.12043573368655122
118,music/Modern&Soundtrack/Soundtrack/Leinwandträume/FrühstückbeiTiffany(MoonRiver)mp3,1.9839668316558474e-10,0.032725210069812605, 154.659454346,0.2449515473199214, C, major,0.2048250904704463,0.12062546201464425
119,music/Jazz&Klassik/100MeisterwerkederKlassik/Chopin_NocturneNo2InEFlatOp9No2mp3,2.2718477114752523e-09,0.034374250329728254, 143.802139282,0.24376086072782518, D#, major,0.204583835946924,0.1206797373190813
