,id,scaled_rp,key,scale,scaled_levenshtein,scaled_mfcc,aggregated
17,music/Metal&Rock/Stoner&BandcampStuff/Doublestone-Wingmakers/Doublestone-Wingmakers-04BornUnderaHollowMoonmp3,0.20318505608229, A, minor,0.07193923145665773,0.01775438153272863,0.09762622302389212
18,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-February/PigSquealsAndBreakdowns-February-20Homicyde-Rottenmp3,0.20340834413415046, D, minor,0.07931188561215372,0.010757994966206698,0.0978260749041703
19,music/Metal&Rock/MelodicDeathMetal/AmonAmarth/AmonAmarth-DeceiverOfTheGods/08_Helmp3,0.18914915925568415, D, minor,0.08467381590705987,0.02449136679934764,0.0994381139873639
20,music/Metal&Rock/Doom/ParadiseLost-DraconianTimes/10HandsofReasonmp3,0.19286920826600376, E, minor,0.08847184986595175,0.01777094408320628,0.09970400073838727
21,music/Metal&Rock/Oldschool&Others/ACDC-LiveAtDonington/ACDC-HellAin'taBadPlacetoBe(fromLiveAtDonington)mp3,0.18161341855232485, D, minor,0.08579088471849866,0.032784846502718915,0.10006304992451415
22,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-ComeClarity/09_InFlames_CrawlThroughKnivesmp3,0.2051307721326195, C#, major,0.08780160857908847,0.007466809624652776,0.10013306344545359
23,music/Metal&Rock/Stoner&BandcampStuff/Doublestone-Wingmakers/Doublestone-Wingmakers-08TheEndlessLinemp3,0.19581811934074725, A, major,0.07797140303842717,0.0275571314856344,0.10044888462160294
24,music/Metal&Rock/RockPunkSkaetc/RiseAgainst-Rpm10/15-HalfwayThere(Demo)mp3,0.2109130923097609, F#, major,0.07529043789097409,0.015245257162226385,0.10048292912098712
25,music/Metal&Rock/AlternativeMetal/Kvelertak-Kvelertak/02-Mjødmp3,0.20854654845546308, D, minor,0.07327971403038427,0.020116550744088853,0.10064760440997873
26,music/Metal&Rock/AlternativeMetal/Kvelertak-Kvelertak/02-Mjødmp3,0.20854654845546308, D, minor,0.07327971403038427,0.020116550744088853,0.10064760440997873
27,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/03-Plaguebornemp3,0.18865194626196588, G#, major,0.10366398570151922,0.009641328638793594,0.10065242020075955
28,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-May/PigSquealsAndBreakdowns-May-24UntilDeathDoUsPart-CondemnedTearsmp3,0.197922881649982, G, major,0.09405719392314567,0.010355586205716649,0.10077855392628143
29,music/Metal&Rock/TechnicalDeathMetal/Cytotoxin/Cytotoxin-Gammageddon/06RedefiningZenithmp3,0.19063366264792592, C#, minor,0.09785522788203753,0.013853350862163685,0.10078074713070904
30,music/Metal&Rock/Stoner&BandcampStuff/Doublestone-Wingmakers/Doublestone-Wingmakers-02TheBringerofLightmp3,0.21351665807530298, A, minor,0.07998212689901697,0.008879365819452026,0.10079271693125734
31,music/Metal&Rock/Deathcore/SuicideSilence-SuicideSilence/SuicideSilence/06Runmp3,0.17566168187034273, F, major,0.09539767649687221,0.0320381489537639,0.10103250244032629
32,music/Metal&Rock/AlternativeMetal/Mastodon-BloodMountain/05-CircleOfCysquatchmp3,0.20235457669795207, D, minor,0.08623771224307418,0.014704167108061088,0.10109881868302911
33,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/07-MammalsinBabylonmp3,0.19433819390163343, C#, minor,0.1016532618409294,0.007649335109526372,0.10121359695069639
34,music/Metal&Rock/PowerMetal/BlindGuardian-AtTheEdgeOfTime/BlindGuardian-RideintoObsessionmp3,0.20434923171200145, C, minor,0.08333333333333333,0.016142428942064392,0.10127499799579974
35,music/Oldschool/RaidtheArcade-Armada/10-IHateMyselfforLovingYoump3,0.1874099454290793, E, minor,0.07953529937444147,0.037101013642224796,0.10134875281524852
36,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-41IonDissonance-SubstantialGuiltvsTheIronyOfEnjoyingmp3,0.1932904444319882, G#, minor,0.08445040214477212,0.026330880329436368,0.10135724230206557
37,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Whoracle/08WorldsWithintheMarginmp3,0.18198896115798055, F, minor,0.0918230563002681,0.030477890352810573,0.10142996927035308
38,music/Metal&Rock/Deathcore/Whitechapel/Whitechapel-ThisIsExile/09EternalRefugemp3,0.19680880559182573, A#, minor,0.08690795352993744,0.02066700561015957,0.10146125491064091
39,music/Metal&Rock/TechnicalDeathMetal/Cytotoxin/Cytotoxin-AbysmNucleusmp3,0.18307290439789556, B, minor,0.10991957104557641,0.011438306657424378,0.10147692736696545
40,music/Songs/Metal/Death/Cytotoxin-AbysmNucleusmp3,0.18307290439789556, B, minor,0.10991957104557641,0.011438306657424378,0.10147692736696545
41,music/Songs/Metal/Death/Cytotoxin-AbysmNucleusmp3,0.18307290439789556, B, minor,0.10991957104557641,0.011438306657424378,0.10147692736696545
42,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-42SadisEuphoria-SuicideBucketsmp3,0.1845962236744053, C, major,0.09226988382484361,0.027724045150782525,0.10153005088334381
43,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/02-TheProphetsofLossmp3,0.1926924090057666, D#, minor,0.09539767649687221,0.0172317543505804,0.10177394661773974
44,music/Metal&Rock/Deathcore/Whitechapel/Whitechapel-ThisIsExile/02ThisIsExilemp3,0.18905431180425858, A#, major,0.08891867739052725,0.027555715649190512,0.1018429016146588
45,music/Metal&Rock/MelodicDeathMetal/ChildrenOfBodom/ChildrenOfBodom-HolidayAtLakeBodom/19-AngelsDon'tKillmp3,0.21440463053296144, F, minor,0.0824396782841823,0.008868980168951194,0.10190442966203166
46,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/09-NotSuitableforLifemp3,0.20425070900243092, G#, major,0.08802502234137623,0.013481135212827258,0.10191895551887813
47,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-43SeveredSavior-RewardsOfCrueltymp3,0.20434948962485372, A, major,0.09226988382484361,0.009284653561374472,0.10196800900369062
48,music/Metal&Rock/DeathMetal/Gojira/Gojira-TheWayOfAllFlesh/02-ToxicGarbageIslandmp3,0.21611255093348977, C, minor,0.08020554066130474,0.009600902062457383,0.10197299788575064
49,music/Metal&Rock/FolkMetal/Arkona-DecadeofGlory/15-Arkona-ZovPredkovmp3,0.20455831306424885, G#, minor,0.08824843610366398,0.013508209379930577,0.10210498618261447
50,music/Metal&Rock/SymphonicMetal/Epica-Retrospect/Epica-Retrospectmp3,0.2132000700491307, E, minor,0.08199285075960679,0.011251132395563527,0.102148017734767
51,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-ComeClarity/01_InFlames_TakeThisLifemp3,0.21096284799751303, A#, minor,0.08690795352993744,0.008623821020909547,0.10216487418278668
52,music/Metal&Rock/MelodicDeathMetal/DarkTranquillity/DarkTranquillity-TheGallery/04-TheDividingLinemp3,0.1891045618249776, G#, minor,0.10947274352100089,0.008001846465036235,0.10219305060367156
53,music/Metal&Rock/Oldschool&Others/Motörhead-You'llGetYours/09_Motörhead_IGotMinemp3,0.22274499485721772, C#, major,0.07819481680071493,0.006001439424598232,0.10231375036084363
54,music/Metal&Rock/Oldschool&Others/JudasPriest-SingleCuts/18-ATouchOfEvilmp3,0.21784273781026486, A, minor,0.07327971403038427,0.016393018313053266,0.1025051567179008
55,music/Metal&Rock/ProgressiveMetal/Polyphia-Renaissance/08-Ivorymp3,0.1975108658684665, F, major,0.08802502234137623,0.022155154589458683,0.10256368093310046
56,music/Metal&Rock/Oldschool&Others/JudasPriest-SingleCuts/13-FreewheelBurningmp3,0.19757869694861585, A, minor,0.08378016085790885,0.026397173850014322,0.102585343885513
57,music/Metal&Rock/Metalcore/ParkwayDrive/ParkwayDrive-DeepBlue/08DeliverMemp3,0.2191959635606967, A#, minor,0.07931188561215372,0.009369990196119202,0.10262594645632322
58,music/Metal&Rock/MelodicDeathMetal/ChildrenOfBodom/ChildrenOfBodom-HolidayAtLakeBodom/04-EverytimeIDiemp3,0.22373608947031234, G, minor,0.07394995531724755,0.010522543189532139,0.10273619599236401
59,music/Metal&Rock/RockPunkSkaetc/Anti-Flag-TheGeneralStrike/031915mp3,0.19729288652281549, G#, major,0.08087578194816801,0.03041928019586531,0.10286264955561626
60,music/Metal&Rock/FolkMetal/Finntroll-Nifelvind/09-UnderBergetsRotmp3,0.2174659916112985, A#, minor,0.07506702412868632,0.016499866086039663,0.10301096060867482
61,music/Metal&Rock/SymphonicMetal/Epica-Retrospect/Epica-Quietusmp3,0.21484514568465374, C, minor,0.08221626452189455,0.01198173135976768,0.10301438052210532
62,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-July/PigSquealsAndBreakdowns-July-02Psychodeath-BrokenBondsmp3,0.19983195258255015, D, minor,0.09673815907059875,0.013141987666199591,0.10323736643978283
63,music/Metal&Rock/AlternativeMetal/FiveFingerDeathPunch-GotYourSix/FiveFingerDeathPunch-WashItAllAwaymp3,0.1814250347064728, B, minor,0.07640750670241286,0.052011027637711045,0.1032811896821989
64,music/Modern&Soundtrack/Soundtrack/TheWitcher3-Soundtrack/TheWitcher3OST/15Widow-makermp3,0.22430880645153525, D, minor,0.07752457551385165,0.00811483807901646,0.10331607334813446
65,music/Metal&Rock/PowerMetal/Helloween-RideTheSky/RidetheSky-TheVeryBestof1985-1998Disc2/Helloween-StepoutofHellmp3,0.20771220037834096, G#, minor,0.09048257372654156,0.012509947789970964,0.1035682406316178
66,music/Metal&Rock/Deathcore/TheAcaciaStrain/TheAcaciaStrain-Gravebloom/03BitterPillmp3,0.19616387301196475, G, minor,0.08445040214477212,0.03013359586452095,0.10358262367375261
67,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Summer/PigSquealsAndBreakdowns-Summer-09DiminishTheGods-UnbeheldEnthronedmp3,0.19724532309430773, B, minor,0.09830205540661305,0.01577137377702738,0.10377291742598271
68,music/Metal&Rock/Deathcore/Whitechapel/Whitechapel-ThisIsExile/04ToAllThatAreDeadmp3,0.19453446558221762, B, minor,0.08668453976764968,0.030149338780213447,0.10378944804336025
69,music/Metal&Rock/MelodicDeathMetal/DarkTranquillity/DarkTranquillity-TheGallery/06-TheOneBroodingWarningmp3,0.2031327642514905, G#, major,0.09070598748882931,0.01759254071152197,0.10381043081728059
70,music/Songs/RockPop/Oldschool/TheAnimals-HouseoftheRisingSunmp3,0.20529250498373602, A, minor,0.08467381590705987,0.021649420547617995,0.10387191381280463
71,music/Metal&Rock/PowerMetal/Dragonforce-InhumanRampage/Dragonforce-ThroughtheFireandFlamesmp3,0.20103490111105418, C, minor,0.10589812332439678,0.0050107249724620955,0.10398124980263768
72,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-September/PigSquealsAndBreakdowns-September-06TheFirstDisgust-FameAndHonormp3,0.21050247355619525, E, major,0.08824843610366398,0.013432510008709696,0.10406113988952298
73,music/Metal&Rock/Doom/ParadiseLost-DraconianTimes/08YearnforChangemp3,0.2072366950496895, G, minor,0.08422698838248437,0.020740740821804913,0.10406814141799293
74,music/Metal&Rock/Oldschool&Others/Kreator-PhantomAntichrist/02PhantomAntichristmp3,0.22443956826764064, D, minor,0.08199285075960679,0.006039518813142202,0.10415731261346321
75,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-37OdiousMortem-FragmentedOblivionmp3,0.20104970960732252, C#, major,0.10187667560321716,0.009678071988438822,0.10420148573299283
76,music/Metal&Rock/TechnicalDeathMetal/Nile-WhatShouldNotBeUnearthed/02NegatingtheAbominableCoilsofApepmp3,0.2002745525297984, F, minor,0.10411081322609472,0.008285506788646197,0.10422362418151311
77,music/Metal&Rock/TechnicalDeathMetal/Nile-WhatShouldNotBeUnearthed/02NegatingtheAbominableCoilsofApepmp3,0.2002745525297984, F, minor,0.10411081322609472,0.008285506788646197,0.10422362418151311
78,music/Metal&Rock/Oldschool&Others/Ghost/Ghost-Meliora(DeluxeEdition)/02-FromThePinnacleToThePitmp3,0.21315196930218067, A, minor,0.08199285075960679,0.01754687941622414,0.10423056649267053
79,music/Metal&Rock/Oldschool&Others/ACDC-LiveAtDonington/ACDC-BackInBlack(fromLiveAtDonington)mp3,0.21793771421811656, A, major,0.07841823056300268,0.016378359504009832,0.10424476809504303
80,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Summer/PigSquealsAndBreakdowns-Summer-03AvengeTheSin-EnthronementOfATyrantmp3,0.21370985629439754, D, minor,0.08891867739052725,0.010108710840471885,0.10424574817513223
81,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/04-ClandestineWays(KrokodilRot)mp3,0.18585129209180734, E, minor,0.10299374441465595,0.023905796453552685,0.10425027765333866
82,music/Metal&Rock/DeathMetal/Death/Death-Symbolic/02ZeroTolerancemp3,0.18774727394712237, D, minor,0.11215370866845398,0.013070808255928802,0.10432393029050173
83,music/Metal&Rock/AlternativeMetal/Mastodon-BloodMountain/04-CapillarianCrestmp3,0.20213023550194484, D, minor,0.09606791778373548,0.015211695454702646,0.10446994958012766
84,music/Metal&Rock/SymphonicMetal/Epica-Retrospect/Epica-BlankInfinitymp3,0.18026075161307295, A#, minor,0.1032171581769437,0.02996155235718483,0.10447982071573382
85,music/Metal&Rock/PowerMetal/BlindGuardian-AtTheEdgeOfTime/BlindGuardian-AVoiceintheDarkmp3,0.2003797164953151, D#, minor,0.08757819481680071,0.0255635608148856,0.10450715737566713
86,music/Metal&Rock/PowerMetal/BlindGuardian-MemoriesOfATimeToCome/03-BlindGuardian-RideIntoObessionmp3,0.20268713382822798, C, minor,0.08579088471849866,0.02526826885910559,0.10458209580194407
87,music/Metal&Rock/Oldschool&Others/ACDC-LiveAtDonington/ACDC-WholeLottaRosie(fromLiveAtDonington)mp3,0.22603276043438025, A, major,0.08020554066130474,0.007777283633379399,0.10467186157635479
88,music/Metal&Rock/SymphonicMetal/Nightwish-HighestHopes/02-Nightwish-Stargazersmp3,0.19743604964856795, C, major,0.08445040214477212,0.03231263654955926,0.10473302944763309
89,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-April/PigSquealsAndBreakdowns-April-21HeldInContempt-RichardSimmonsWarm-Upmp3,0.20361776937020087, A#, minor,0.07998212689901697,0.030679700624416245,0.10475986563121135
90,music/Metal&Rock/Compilations/RelapseSampler-RelapseSampler2015/Bedemon-RelapseSampler2015-32SerpentVenommp3,0.20564666231539028, D, minor,0.09428060768543342,0.014559699352397778,0.10482898978440715
91,music/Metal&Rock/Deathcore/Whitechapel/Whitechapel-ThisIsExile/05Exaltmp3,0.20235954152035843, A, major,0.09226988382484361,0.019876460450111415,0.10483529526510449
92,music/Metal&Rock/MelodicDeathMetal/Raunchy/Raunchy-WastelandDiscotheque/08Somebody'sWatchingMewav,0.20681904817089924, C#, minor,0.08221626452189455,0.02574679421798114,0.10492736897025833
93,music/Metal&Rock/RockPunkSkaetc/RiseAgainst-Endgame/12Endgamemp3,0.2035625760198132, D#, minor,0.08020554066130474,0.031019261978313745,0.10492912621981056
94,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/05-CircoInhumanitasmp3,0.20152721376057917, C, major,0.09562109025915996,0.01764559923925489,0.10493130108633135
95,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-October/PigSquealsAndBreakdowns-October-05OfRuins-GenocideDesignmp3,0.21482167561509635, A, minor,0.09048257372654156,0.009564476763027812,0.10495624203488857
96,music/Jazz&Klassik/BuddyRich-BluesCaravan(Remastered2015)/05-YoungBlood(Remastered2015)mp3,0.18414996996174982, C, minor,0.12131367292225201,0.009847988321214321,0.10510387706840539
97,music/Metal&Rock/MelodicDeathMetal/DarkTranquillity/DarkTranquillity-TheGallery/07-MidwayThroughInfinitymp3,0.20952268412312552, G#, major,0.09294012511170688,0.01298815395866593,0.10515032106449944
98,music/Metal&Rock/AlternativeMetal/SerjTankian-ElectTheDeadSymphonie/14-SerjTankian-EmptyWallsmp3,0.1981228285887112, B, minor,0.08735478105451296,0.030013268006229426,0.1051636258831512
99,music/Songs/Metal/Core/Trivium-BeyondOblivionmp3,0.20536925555002666, D#, minor,0.1016532618409294,0.008867774656037013,0.10529676401566436
100,music/Songs/Metal/Core/Trivium-BeyondOblivionmp3,0.20536925555002666, D#, minor,0.1016532618409294,0.008867774656037013,0.10529676401566436
101,music/Metal&Rock/Metalcore/Trivium/Trivium-BeyondOblivionmp3,0.20536925555002666, D#, minor,0.1016532618409294,0.008867774656037013,0.10529676401566436
102,music/Metal&Rock/MelodicDeathMetal/DarkTranquillity/DarkTranquillity-TheGallery/01-PunishMyHeavenmp3,0.20561683039547668, C#, minor,0.09495084897229669,0.015376584542133906,0.10531475463663577
103,music/Metal&Rock/Metalcore/HeavenShallBurn/HeavenShallBurn-Wanderer/08-HeavenShallBurn-SaveMemp3,0.20735636661314688, C, minor,0.0840035746201966,0.024904091102495286,0.10542134411194626
104,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-05DefeatedSanity-SalaciousAffinitymp3,0.22332063485076648, G#, major,0.08333333333333333,0.009935246936832154,0.10552973837364399
105,music/Metal&Rock/TechnicalDeathMetal/CattleDecapitation-TheAnthroproceneExtinction/08-MutualAssuredDestructionmp3,0.2170214143321828, A, minor,0.08735478105451296,0.01254350265770512,0.10563989934813361
106,music/Metal&Rock/Oldschool&Others/IronMaiden-FromFearToEternity/IronMaiden-BeQuickOrBeDeadmp3,0.1973774174601499, C, minor,0.07819481680071493,0.041414889452220036,0.10566237457102828
107,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-LunarStrain/17_InFlames_TheInbornLifelessmp3,0.20461303357440735, F#, major,0.08981233243967829,0.022681022691904796,0.10570212956866348
108,music/Metal&Rock/TechnicalDeathMetal/Nile-WhatShouldNotBeUnearthed/07AgeofFaminemp3,0.2134682994155007, A, minor,0.0886952636282395,0.015013232120133408,0.10572559838795786
109,music/Metal&Rock/TechnicalDeathMetal/Nile-WhatShouldNotBeUnearthed/07AgeofFaminemp3,0.2134682994155007, A, minor,0.0886952636282395,0.015013232120133408,0.10572559838795786
110,music/Metal&Rock/MelodicDeathMetal/Raunchy/Raunchy-WastelandDiscotheque/05StraighttoHellwav,0.22404799207966825, B, minor,0.07819481680071493,0.015083515517968693,0.1057754414661173
111,music/Metal&Rock/MelodicDeathMetal/WordsOfFarewell/WordsOfFarewell-TheBlackWildYonder/02-TelltaleNotionmp3,0.20941580073859364, E, minor,0.10075960679177837,0.0073734396570416414,0.10584961572913787
112,music/Metal&Rock/MelodicDeathMetal/Raunchy/Raunchy-DeathPopRomance/10-FarewelltoDevotionmp3,0.21158768486763396, G, major,0.09361036639857015,0.012502109391107704,0.10590005355243727
113,music/Metal&Rock/FolkMetal/Ensiferum-OneManArmy/02-Ensiferum-AxeofJudgementmp3,0.2267919913932762, D, minor,0.07841823056300268,0.01304810813426445,0.1060861100301811
114,music/Metal&Rock/SymphonicMetal/Delain-ADecadeOfDelain/02YourBodyisaBattlegroundwav,0.2225295731473518, C#, minor,0.08042895442359249,0.015312331558781844,0.1060902863765754
115,music/Metal&Rock/Noise/Frontierer-OrangeMathematics/16LightshowParalysis-BonusTrackmp3,0.21139347648986798, G#, major,0.09249329758713137,0.014417228815292997,0.1061013342974308
116,music/Metal&Rock/DeathMetal/Gojira/Gojira-FromMarsToSirius/06-Thehaviestmatteroftheuniversemp3,0.21940917151858055, F, minor,0.09204647006255585,0.006851030778177635,0.10610222411977134
117,music/Metal&Rock/MelodicDeathMetal/ArchEnemy/ArchEnemy-AsTheStagesBurn/12Avalanchemp3,0.21771118076286494, C, minor,0.08199285075960679,0.01861220856294963,0.10610541336180712
118,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-LunarStrain/02_InFlames_LunarStrainmp3,0.20998853921255423, G, minor,0.09092940125111706,0.01748608394650679,0.10613467480339268
119,music/Metal&Rock/Oldschool&Others/DeepPurple-PerfectStrangers/09-NotResponsiblemp3,0.19395702019870295, E, minor,0.08199285075960679,0.042458937733619855,0.10613626956397654
120,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Whoracle/13FoodfortheGods(live)mp3,0.20584648029769334, C, minor,0.09405719392314567,0.018821987189420658,0.10624188713675324
121,music/Metal&Rock/RockPunkSkaetc/DropkickMurphys-TheMeanestOfTimes/05Echoeson“A”Streetmp3,0.23196709874520238, G, major,0.07551385165326184,0.011726994796361042,0.10640264839827508
122,music/Metal&Rock/Stoner&BandcampStuff/Doublestone-Wingmakers/Doublestone-Wingmakers-03IntheForestmp3,0.2279949399217802, A, major,0.07618409294012511,0.015160731042547358,0.10644658796815087
123,music/Metal&Rock/Oldschool&Others/Motörhead-You'llGetYours/11_Motörhead_ThsChaseIsBetterTahnTheCatchmp3,0.2224608178794818, G#, major,0.07819481680071493,0.01879149084759548,0.10648237517593073
124,music/Metal&Rock/MelodicDeathMetal/ChildrenOfBodom/ChildrenOfBodom-HolidayAtLakeBodom/07-Sixpoundermp3,0.2234702243050882, F, minor,0.08757819481680071,0.008465641767060186,0.10650468696298303
125,music/Metal&Rock/RockPunkSkaetc/Sum41-Chuck/12There'sNoSolutionmp3,0.2223128618732245, F#, major,0.08556747095621091,0.011683055988073449,0.10652112960583628
126,music/Songs/Metal/Punketc/Evarose-AllTheThingsSheSaidmp3,0.22109231079255243, F, minor,0.08579088471849866,0.012950088249701128,0.10661109458691741
127,music/Songs/Metal/Punketc/Evarose-AllTheThingsSheSaidmp3,0.22109231079255243, F, minor,0.08579088471849866,0.012950088249701128,0.10661109458691741
128,music/Metal&Rock/Oldschool&Others/Kreator-PhantomAntichrist/07TheFewtheProudtheBrokenmp3,0.1965159670408008, D, minor,0.08824843610366398,0.035101120725970526,0.10662184129014511
129,music/Metal&Rock/Oldschool&Others/JudasPriest-Painkiller/08ATouchofEvilmp3,0.19670409297380054, A, minor,0.08378016085790885,0.03955380094585353,0.10667935159252097
130,music/Metal&Rock/PowerMetal/Helloween-RideTheSky/RidetheSky-TheVeryBestof1985-1998Disc2/Helloween-Powermp3,0.23478008974679493, C#, minor,0.0777479892761394,0.007516052119780292,0.10668137704757154
131,music/Metal&Rock/RockPunkSkaetc/Anti-Flag-TheGeneralStrike/02TheNeoliberalAnthemmp3,0.2265575486105547, C#, minor,0.07596067917783736,0.017532646954064774,0.10668362491415227
132,music/Metal&Rock/Metalcore/HeavenShallBurn/HeavenShallBurn-WandererDark/08-HeavenShallBurn-SaveMemp3,0.20977838322342235, C, minor,0.0933869526362824,0.01695130587816259,0.10670554724595577
133,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-September/PigSquealsAndBreakdowns-September-01ShrillWhispers-8thPagemp3,0.19491682138572106, A, major,0.08221626452189455,0.04361291967307338,0.106915335193563
134,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-June/PigSquealsAndBreakdowns-June-04RemainsOfYou-MVPmp3,0.22072095927074625, G, minor,0.08668453976764968,0.013351871169444241,0.10691912340261339
135,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Winter/PigSquealsAndBreakdowns-Winter-01AmongThemInTrenches-CropDustermp3,0.2185433365807427, E, minor,0.0871313672922252,0.015264984255351562,0.10697989604277315
136,music/Metal&Rock/PowerMetal/BlindGuardian-SomewhereFarBeyond/BlindGuardian-JourneyThroughtheDarkmp3,0.23077713183026308, C#, minor,0.08445040214477212,0.0057223053317454805,0.10698327976892691
137,music/Metal&Rock/AlternativeMetal/Pain-CynicParadiselive/Pain-MonkeyBusinessmp3,0.23136229310660844, E, minor,0.07663092046470063,0.013072401926901874,0.10702187183273698
138,music/Metal&Rock/MelodicDeathMetal/AtTheGates/AtTheGates-SlaughteroftheSoul/13-TheDyingmp3,0.21725527681098666, B, minor,0.0871313672922252,0.016897737786105663,0.10709479396310584
139,music/Metal&Rock/Oldschool&Others/Saxon-Crusader/Saxon-ALittleBitOfWhatYouFancy(KaleyStudioDemos1983)mp3,0.18537666796540117, C#, minor,0.07931188561215372,0.05680130163202122,0.10716328506985871
