,id,scaled_mfcc,scaled_rh,key,scale,scaled_levenshtein,aggregated
51,music/Jazz/Keith Jarrett - Part II Tokyo.mp3,0.14412192939267388,0.24844151514970853, E, major,0.398406374501992,0.26365660634812477
52,music/Jazz/Buddy Rich - Caravan (Remastered 2015).mp3,0.11649172891438352,0.12470727232085124, F, minor,0.5533421868083223,0.2648470626811857
53,music/Metal/Omnium Gatherum - New World Shadows.mp3,0.3395682739585103,0.19543713202722157, C#, minor,0.26117751217352814,0.26539430605308667
54,music/Jazz/Raphael Wressnig - September Nights.mp3,0.04735975664144568,0.5754276711186814, C, major,0.18946436476316955,0.27075059750776553
55,music/Metal/Eluveitie - Neverland.mp3,0.19941944108678625,0.46752558232171754, B, minor,0.15272244355909695,0.27322248898920026
56,music/Pop/Fools Garden - Lemon Tree.mp3,0.16169784743075002,0.5097793144087194, G#, major,0.150066401062417,0.2738478543006288
57,music/Reggae/Damian Marley - Confrontation.mp3,0.11285831117885017,0.49656057627487654, A, minor,0.22620628596724215,0.27854172447365627
58,music/Metal/Gojira - Global warming.mp3,0.2516326199114979,0.31037447430094417, C#, minor,0.2771137671536078,0.27970695378868327
59,music/Pop/Dua Lipa - New Love.mp3,0.130632334137353,0.4812067302727655, G#, major,0.23019034971226207,0.2806764713741268
60,music/Soundtrack/Interstellar - No Time for Caution.mp3,0.3826869860939412,0.28301768021083973, A, minor,0.17884019477644975,0.2815149536937436
61,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.11708875847953204,0.5555334501704752, B, major,0.18326693227091634,0.2852963803069745
62,music/Jazz/Lou Tavano - The Call.mp3,0.4400439985106207,0.21294586665977744, E, minor,0.20628596724214254,0.2864252774708469
63,music/Electronic/Miike Snow - Genghis Khan.mp3,0.0667499623210477,0.6979974066776762, A#, major,0.13678618857901725,0.300511185859247
64,music/World Music/Laboratorium Pieśni - Sztoj pa moru.mp3,0.11028456346862939,0.6619591028785848, C#, major,0.15582115980522354,0.3093549420508126
65,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.35276610987344115,0.1315268050856321, C#, major,0.4493138556883577,0.311202256882477
66,music/Soundtrack/Mass Effect 3 - Leaving Earth.mp3,0.6458945700488089,0.13340966683455474, E, minor,0.15493581230633025,0.3114133497298979
67,music/Hip Hop/Romano - Köpenick.mp3,0.14119562336240504,0.6504224471573959, E, minor,0.1456396635679504,0.31241924469591714
68,music/Pop/Halsey - Heaven In Hiding.mp3,0.12075308709818125,0.6579735829117179, C#, minor,0.15980522355024346,0.31284396452004753
69,music/Reggae/Damian Marley - The Master Has Come Back.mp3,0.1135522403016094,0.6630203821709495, A, minor,0.17042939353696326,0.3156673386698407
70,music/Pop/Camila Cabello - Havana.mp3,0.14782048979405474,0.6686549736785218, G, minor,0.15803452855245684,0.32483666400834443
71,music/Hip Hop/Kontra K - Erfolg ist kein Glück.mp3,0.04601451765991281,0.8021035396119055, C#, major,0.13457281983178399,0.3275636257012008
72,music/World Music/Wardruna - Wunjo.mp3,0.5269756044441365,0.1979977194897292, B, minor,0.2633908809207614,0.32945473495154237
73,music/Pop/Sigrid - Strangers.mp3,0.27372516345897224,0.5504211443871986, B, minor,0.16688800354139,0.33034477046252025
74,music/Reggae/Damian Marley - Pimpa's Paradise.mp3,0.1472011357022114,0.6881037870646401, C, major,0.15582115980522354,0.33037536085735836
75,music/Hip Hop/Prinz Pi - Kompass ohne Norden.mp3,0.06907653029579695,0.7859353518322285, C, major,0.1385568835768039,0.33118958856827646
76,music/World Music/The HU - Wolf Totem.mp3,0.485666896242267,0.32841070205844314, D#, major,0.18548030101814963,0.3331859664396199
77,music/Hip Hop/Grits - Here We Go.mp3,0.05890272703690093,0.7972255852584708, B, minor,0.1509517485613103,0.335693353618894
78,music/Electronic/Alan Walker - Faded.mp3,0.3597782588606653,0.5159290889669128, F#, major,0.13368747233289066,0.3364649400534896
79,music/Reggae/Damian Marley - Welcome To Jamrock.mp3,0.08918645257815959,0.7388509552139255, G, minor,0.18857901726427623,0.3388721416854538
80,music/Electronic/Fytch - In These Shadows (feat Carmen Forbes).mp3,0.3321741836344855,0.42773839167351724, A, minor,0.27578574590526783,0.3452327737377569
81,music/Reggae/Bob Marley - No Woman No Cry.mp3,0.22666440458264953,0.396713434644693, C, major,0.43736166445329794,0.35357983456021347
82,music/Reggae/Damian Marley - Beautiful.mp3,0.11806299425845498,0.7969663560700591, D#, major,0.1509517485613103,0.3553270329632748
83,music/Reggae/Damian Marley - Move!.mp3,0.08662923991754673,0.8141691789154666, G#, minor,0.17042939353696326,0.35707593745665883
84,music/Hip Hop/Ice Cube - It Was A Good Day.mp3,0.19054238599288484,0.7167601680293864, D, major,0.16688800354139,0.3580635191878871
85,music/Hip Hop/Chiddy Bang - Opposite Of Adults.mp3,0.09748497665420197,0.8329908225359813, D, major,0.1438689685701638,0.3581149225867824
86,music/Hip Hop/Sido - Spring rauf.mp3,0.1387098100435318,0.8157939615202902, G, minor,0.14962372731297033,0.3680424996255975
87,music/Electronic/Kadebostany - Early Morning Dreams (Kled Mone Remix).mp3,0.1568225521358511,0.6953421843687744, D, minor,0.2749003984063745,0.37568837830366664
88,music/Reggae/Damian Marley - Hey Girl.mp3,0.22294648699833708,0.7627040887037827, F#, minor,0.16113324479858343,0.3822612735002344
89,music/Hip Hop/Dr Dre - Still DRE [feat Snoop D.ogg].mp3,0.1509899917429556,0.8503956851662243, A, minor,0.1637892872952634,0.38839165473481446
90,music/Hip Hop/257ers - Auseinanda.mp3,0.16090528885210112,0.8696438572213914, F, minor,0.1553784860557769,0.3953092107097565
91,music/Reggae/Damian Marley - All Night.mp3,0.09463031619207013,0.9559208807786415, A#, major,0.16024789729969013,0.4035996980901339
92,music/Klassik/Liszt - Totentanz.mp3,0.4142442955783497,0.19534566210277562, D, minor,0.714032757857459,0.44120757184619475
93,music/Klassik/Rachmaninoff - The Isle of the Dead Op 29.mp3,0.15021604535454883,0.31727970836789904, A, minor,0.8627711376715361,0.443422297131328
94,music/Electronic/Marshmello & Anne-Marie - Friends.mp3,0.1759072571480407,1.0, A, minor,0.15449313855688357,0.44346679856830806
95,music/Electronic/Caravan Palace - Lone Digger.mp3,0.4130338971168631,0.7661450948898803, A#, minor,0.16954404603806994,0.44957434601493773
96,music/Pop/Michael Jackson - They Don't Care About Us.mp3,0.30946733679306254,0.9029681300456124, G, major,0.15891987605135016,0.45711844763000836
97,music/Soundtrack/Pirates Of The Carribean - Hans Zimmer - Davy Jones.mp3,1.0,0.31774167656808816, D, major,0.14298362107127047,0.48690843254645283
98,music/Reggae/Damian Marley - Road To Zion.mp3,0.5948288819978047,0.7130505114918684, F, minor,0.18857901726427623,0.49881947025131645
99,music/World Music/Estas Tonne - The Song of the Butterfly.mp3,0.2925391330770087,0.229753295070163, C, minor,1.0,0.5074308093823906
