,id,scaled_mfcc,scaled_rh,key,scale,scaled_levenshtein,aggregated
16,music/Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.28106840914817693,0.29717724413312363, A#, major,0.31839847473784555,0.29888137600638204
17,music/Pop/Sigrid - Strangers.mp3,0.18696508103117743,0.4615505937527708, B, minor,0.2631077216396568,0.30387446547453495
18,music/Rock/Radiohead - Creep.mp3,0.3203153805926303,0.3004710852550926, C, major,0.29551954242135364,0.30543533608969214
19,music/Metal/Amorphis - House Of Sleep.mp3,0.39392697414182903,0.27774015751263015, C, minor,0.2578646329837941,0.3098439215460844
20,music/Electronic/The XX - Intro.mp3,0.2004939507127865,0.4207147424068068, F, major,0.3136320305052431,0.31161357454161215
21,music/World Music/anna RF - Why.mp3,0.3060641525850285,0.3731100111677308, G, minor,0.25643469971401334,0.31186962115559086
22,music/Soundtrack/Game Of Thrones - Main Titles.mp3,0.227650792552809,0.4165194226986586, C, minor,0.29933269780743565,0.3145009710196344
23,music/Jazz/Lou Tavano - The Call.mp3,0.33211012768944315,0.3131594780782341, E, minor,0.30028598665395617,0.3151851974738778
24,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.3198906246448983,0.3731964105208595, B, minor,0.27359389895138225,0.3222269780390467
25,music/Electronic/Alan Walker - Faded.mp3,0.22825940967461228,0.43119815024735364, F#, major,0.31029551954242135,0.32325102648812903
26,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.23256338180868477,0.44776950322829595, A, major,0.2945662535748332,0.3249663795372713
27,music/Metal/In Flames - The New Word.mp3,0.418755746049779,0.28760259237190827, G, minor,0.27645376549094375,0.3276040346375437
28,music/Klassik/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.19275827589508598,0.5250116225144736, D, minor,0.28503336510962823,0.33426775450639595
29,music/Metal/Dark Tranquillity - Punish My Heaven.mp3,0.5062317823133374,0.2207254367426456, C#, minor,0.27740705433746427,0.3347880911311491
30,music/World Music/Wardruna - Wunjo.mp3,0.4146531146306427,0.3020905780181148, B, minor,0.28789323164918973,0.3348789747659824
31,music/World Music/John Butler - Ocean.mp3,0.27604265306023607,0.31824346321248687, E, major,0.4122974261201144,0.3355278474642791
32,music/Metal/System Of A Down-Toxicity.mp3,0.3774651896340796,0.34587166663373897, C, minor,0.28455672068636795,0.33596452565139545
33,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.30935601894173703,0.402469900049716, D#, major,0.29837940896091514,0.33673510931745604
34,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.22227986986528397,0.30651641530443924, C#, major,0.48427073403241183,0.33768900640071164
35,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.1651460501018905,0.5247893845760476, D, major,0.330791229742612,0.34024222147351674
36,music/Reggae/Damian Marley - Confrontation.mp3,0.2676323859442883,0.4440470058293436, A, minor,0.3117254528122021,0.34113494819527795
37,music/Soundtrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,0.18475874694232222,0.5681258780116534, A, minor,0.2755004766444233,0.34279503386613297
38,music/Rock/Wallows - Scrawny [Explicit].mp3,0.29231489476695455,0.44361531925193287, A, major,0.29647283126787416,0.34413434842892054
39,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,0.2203673504033831,0.5110195562704838, F, minor,0.30505243088655865,0.3454797791868085
40,music/Pop/Halsey - Heaven In Hiding.mp3,0.210233966914427,0.5459318622393929, C#, minor,0.28265014299332697,0.3462719907157157
41,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.4913603876471619,0.26003151130674285, D#, minor,0.29313632030505243,0.34817607308631904
42,music/Electronic/Dynatron - Pulse Power.mp3,0.33066994392016863,0.4155916258339649, D, minor,0.3026692087702574,0.3496435928414636
43,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.25431049203386225,0.4828997522216397, D, major,0.3145853193517636,0.35059852120242185
44,music/Metal/Metallica - Moth Into Flame.mp3,0.5289740620999964,0.26133730832395374, A, minor,0.2631077216396568,0.3511396973545356
45,music/Pop/Camila Cabello - Havana.mp3,0.176816888055556,0.6137814341175942, G, minor,0.2669208770257388,0.352506399732963
46,music/World Music/The HU - Yuve Yuve Yu.mp3,0.3909917773507623,0.3927426595386365, D#, minor,0.2778836987607245,0.35387271188337444
47,music/Metal/Judas Priest - Painkiller.mp3,0.5109946312040416,0.2688083350727735, A, major,0.3026692087702574,0.36082405834902415
48,music/Reggae/Damian Marley - Pimpa's Paradise.mp3,0.2321942933863006,0.5636428467873423, C, major,0.2917063870352717,0.3625145090696382
49,music/Soundtrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,0.17949672210485712,0.6285915383131621, A, minor,0.2869399428026692,0.3650094010735628
50,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.32682717707836706,0.49006624570783, C, major,0.2897998093422307,0.36889774404280923
51,music/Pop/Dua Lipa - New Love.mp3,0.4193737704555646,0.3901774028540562, G#, major,0.3055290753098189,0.37169341620647994
52,music/Electronic/Miike Snow - Genghis Khan.mp3,0.23960310389454106,0.5654847445132235, A#, major,0.31124880838894187,0.37211221893223545
53,music/World Music/The HU - Wolf Totem.mp3,0.3433952359526896,0.46179597650548426, D#, major,0.3126787416587226,0.3726233180389655
54,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.41090646974002737,0.43598411607186405, C, major,0.2759771210676835,0.374289235626525
55,music/Jazz/Raphael Wressnig - September Nights.mp3,0.3378574504012595,0.5011512755560505, C, major,0.3007626310772164,0.3799237856781755
56,music/Jazz/Buddy Rich - Caravan (Remastered 2015).mp3,0.2318703785553169,0.3552704416670031, F, minor,0.5571973307912298,0.3814460503378499
57,music/World Music/Andrey Vinogradov - Medieval Tune.mp3,0.4741410528781259,0.3729772028828608, G, minor,0.29933269780743565,0.38215031785614073
58,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.40704699953590734,0.45547782397514525, B, major,0.28551000953288846,0.38267827768131374
59,music/World Music/Estas Tonne - The Song of the Golden Dragon.mp3,0.24130012514481938,0.5496020094089158, C, major,0.35795996186844614,0.38295403214072715
60,music/Metal/Eluveitie - Neverland.mp3,0.5185923014761923,0.35221136531593533, B, minor,0.286463298379409,0.38575565505717885
61,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,0.3879689965725197,0.5015652575435631, D, minor,0.26835081029551955,0.3859616881372008
62,music/Reggae/Damian Marley - Hey Girl.mp3,0.1829494126563798,0.695211953528267, F#, minor,0.2945662535748332,0.39090920658649336
63,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.338731210114513,0.5288965631048372, D, minor,0.3055290753098189,0.39105228284305643
64,music/Klassik/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.2422169161966854,0.6337646190521048, D, minor,0.2974261201143947,0.3911358851210616
65,music/Hip Hop/Romano - Köpenick.mp3,0.449058936292631,0.483732249716989, E, minor,0.27454718779790277,0.40244612460250756
66,music/Electronic/Kadebostany - Early Morning Dreams (Kled Mone Remix).mp3,0.2156681171063418,0.6794609768409647, D, minor,0.32125834127740704,0.40546247840823785
67,music/Klassik/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,0.33389245096197084,0.6160099695452421, G#, minor,0.26739752144899903,0.4057666473187373
68,music/Metal/Uada - Black Autumn White Spring.mp3,0.5012592410265377,0.36288408342097345, D, minor,0.36939942802669207,0.4111809174914011
69,music/Reggae/Damian Marley - Welcome To Jamrock.mp3,0.3257231407139675,0.6607434076172113, G, minor,0.2726406101048618,0.4197023861453469
70,music/Reggae/Damian Marley - The Master Has Come Back.mp3,0.3841074772570372,0.5881885188550064, A, minor,0.3150619637750238,0.4291193199623558
71,music/Reggae/Bob Marley - No Woman No Cry.mp3,0.5519917300349181,0.3330089718844431, C, major,0.4156339370829361,0.43354487966743244
72,music/World Music/Laboratorium Pieśni - Sztoj pa moru.mp3,0.3920916223510113,0.6060296870181643, C#, major,0.3060057197330791,0.43470900970075155
73,music/Hip Hop/Chiddy Bang - Opposite Of Adults.mp3,0.254483471184713,0.7480797678150408, D, major,0.31410867492850336,0.43889063797608574
74,music/Electronic/Caravan Palace - Lone Digger.mp3,0.29508783919468184,0.7449998849917475, A#, minor,0.2797902764537655,0.4399593335467316
75,music/Soundtrack/Interstellar - No Time for Caution.mp3,0.30923822608553536,0.7293747492843957, A, minor,0.29408960915157295,0.4442341948405013
76,music/Reggae/Damian Marley - Road To Zion.mp3,0.46229523323296,0.591479568282881, F, minor,0.28741658722592944,0.4470637962472568
77,music/Hip Hop/Prinz Pi - Kompass ohne Norden.mp3,0.33239458160312785,0.708356203750338, C, major,0.3007626310772164,0.44717113881022746
78,music/Klassik/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.4655667637117529,0.5893564968543573, C#, major,0.29837940896091514,0.4511008898423418
79,music/Reggae/Damian Marley - Move!.mp3,0.2553236068433365,0.8142832423241059, G#, minor,0.28836987607244996,0.4526589084132974
80,music/Hip Hop/Grits - Here We Go.mp3,0.3358759907608673,0.7502371508342298, B, minor,0.2783603431839847,0.4548244949263606
81,music/Soundtrack/Vikings - Floki Appears to Kill Athelstan.mp3,0.40331463633054576,0.6430073694043117, C#, major,0.33031458531935176,0.45887886368473635
82,music/Soundtrack/Mass Effect 3 - Leaving Earth.mp3,0.5722253386653281,0.5106454215405589, E, minor,0.30457578646329836,0.46248218222306176
83,music/Klassik/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,0.4159935749802757,0.6963907642551297, C#, minor,0.27931363203050524,0.4638993237553035
84,music/Hip Hop/Kontra K - Erfolg ist kein Glück.mp3,0.31662530359447666,0.783932659948085, C#, major,0.30743565300285985,0.46933120551514046
85,music/Klassik/Alice Sara Ott - Prélude in D Flat Major (_Raindrop_) Op28 No15.mp3,0.4242093007053538,0.6756869881953812, C#, major,0.31315538608198284,0.47101722499423926
86,music/Reggae/Damian Marley - Beautiful.mp3,0.4036963919868072,0.7411547439377051, D#, major,0.30219256434699715,0.48234790009050316
87,music/Hip Hop/Ice Cube - It Was A Good Day.mp3,0.480663560627803,0.6778450393123022, D, major,0.2974261201143947,0.48531157335150005
88,music/Pop/Michael Jackson - They Don't Care About Us.mp3,0.19041521019349697,0.9831994417757122, G, major,0.28836987607244996,0.4873281760138864
89,music/Hip Hop/Dr Dre - Still DRE [feat Snoop D.ogg].mp3,0.4204838299654843,0.7741841118914811, A, minor,0.3026692087702574,0.49911238354240756
90,music/Hip Hop/Sido - Spring rauf.mp3,0.44488253686444484,0.8037711062810826, G, minor,0.31315538608198284,0.5206030097425035
91,music/Jazz/Keith Jarrett - Part II Tokyo.mp3,0.45467769279002157,0.6934809600258993, E, major,0.4161105815061964,0.5214230781073724
92,music/Hip Hop/257ers - Auseinanda.mp3,0.47614191698217806,0.87493105470012, F, minor,0.2721639656816015,0.5410789791212999
93,music/Klassik/Beethoven - Für Elise.mp3,0.636112719008091,0.7685002704364177, A, minor,0.273117254528122,0.5592434146575435
94,music/Electronic/Marshmello & Anne-Marie - Friends.mp3,0.46993028426390515,0.9388661942452161, A, minor,0.2816968541468065,0.5634977775519759
95,music/Reggae/Damian Marley - All Night.mp3,0.3983512849977354,1.0, A#, major,0.3007626310772164,0.5663713053583174
96,music/Klassik/Liszt - Totentanz.mp3,0.35965453100125416,0.6250062872768709, D, minor,0.7340324118207817,0.5728977433663023
97,music/World Music/Estas Tonne - The Song of the Butterfly.mp3,0.256711833220715,0.6674149838477829, C, minor,1.0,0.6413756056894993
98,music/Klassik/Rachmaninoff - The Isle of the Dead Op 29.mp3,0.32130696420922744,0.7800983516215543, A, minor,0.8794089609151573,0.6602714255819797
99,music/Soundtrack/Pirates Of The Carribean - Hans Zimmer - Davy Jones.mp3,1.0,0.7781444520830285, D, major,0.3007626310772164,0.6929690277200816
