,"original vs detected","count"
205,"(Country, Religious)",9
210,"(Latin, R&B&Soul)",9
224,"(NewAge, Alternative&Punk)",9
230,"(Reggae, Religious)",9
250,"(NewAge, Country)",9
291,"(EasyListening&Vocals, Alternative&Punk)",9
297,"(Hip-Hop, Blues)",9
301,"(Electronic&Dance, R&B&Soul)",9
306,"(Reggae, Hip-Hop)",9
37,"(Comedy&SpokenWord, Hip-Hop)",8
46,"(Soundtracks&More, R&B&Soul)",8
84,"(World, Rock&Pop)",8
120,"(World, Latin)",8
126,"(Blues, Country)",8
195,"(Electronic&Dance, Childrens's)",8
232,"(Soundtracks&More, Blues)",8
238,"(Alternative&Punk, Blues)",8
265,"(R&B&Soul, Folk)",8
296,"(Country, Blues)",8
0,"(Soundtracks&More, NewAge)",7
6,"(Folk, R&B&Soul)",7
53,"(Classical, EasyListening&Vocals)",7
69,"(Soundtracks&More, Alternative&Punk)",7
101,"(Electronic&Dance, Comedy&SpokenWord)",7
145,"(Childrens's, Blues)",7
151,"(NewAge, Rock&Pop)",7
156,"(Rock&Pop, Blues)",7
176,"(Jazz, Latin)",7
198,"(Hip-Hop, Electronic&Dance)",7
243,"(R&B&Soul, Reggae)",7
245,"(Hip-Hop, Jazz)",7
251,"(R&B&Soul, EasyListening&Vocals)",7
257,"(EasyListening&Vocals, Folk)",7
272,"(Childrens's, Childrens's)",7
277,"(Soundtracks&More, World)",7
281,"(Religious, Comedy&SpokenWord)",7
293,"(Comedy&SpokenWord, Jazz)",7
302,"(Classical, Jazz)",7
320,"(NewAge, Latin)",7
327,"(Hip-Hop, Hip-Hop)",7
3,"(Alternative&Punk, Electronic&Dance)",6
19,"(R&B&Soul, Blues)",6
26,"(Rock&Pop, Jazz)",6
32,"(Latin, Folk)",6
43,"(Folk, Rock&Pop)",6
47,"(Blues, Rock&Pop)",6
51,"(Blues, World)",6
55,"(Jazz, Alternative&Punk)",6
77,"(Latin, Rock&Pop)",6
79,"(Childrens's, NewAge)",6
93,"(EasyListening&Vocals, Country)",6
111,"(Country, R&B&Soul)",6
113,"(NewAge, Religious)",6
115,"(Classical, Soundtracks&More)",6
127,"(Soundtracks&More, Childrens's)",6
135,"(Jazz, Religious)",6
184,"(Electronic&Dance, World)",6
191,"(Childrens's, Rock&Pop)",6
203,"(Soundtracks&More, Latin)",6
223,"(Soundtracks&More, Country)",6
229,"(R&B&Soul, Hip-Hop)",6
239,"(Electronic&Dance, Hip-Hop)",6
266,"(Comedy&SpokenWord, Country)",6
286,"(Folk, Religious)",6
294,"(Jazz, Reggae)",6
312,"(NewAge, Reggae)",6
324,"(World, World)",6
329,"(Reggae, Latin)",6
331,"(Classical, Folk)",6
332,"(Comedy&SpokenWord, Alternative&Punk)",6
4,"(Hip-Hop, Country)",5
9,"(World, Childrens's)",5
11,"(Childrens's, Religious)",5
36,"(Classical, Comedy&SpokenWord)",5
41,"(Classical, Blues)",5
45,"(Comedy&SpokenWord, Reggae)",5
59,"(Rock&Pop, Soundtracks&More)",5
81,"(Childrens's, Latin)",5
82,"(NewAge, World)",5
85,"(EasyListening&Vocals, Soundtracks&More)",5
86,"(Religious, Latin)",5
92,"(Folk, Latin)",5
102,"(Electronic&Dance, Latin)",5
105,"(Hip-Hop, Latin)",5
119,"(Blues, Folk)",5
143,"(EasyListening&Vocals, NewAge)",5
147,"(Electronic&Dance, Jazz)",5
160,"(Electronic&Dance, Soundtracks&More)",5
161,"(Rock&Pop, Childrens's)",5
165,"(Classical, Rock&Pop)",5
170,"(World, Alternative&Punk)",5
177,"(Rock&Pop, World)",5
178,"(Hip-Hop, Rock&Pop)",5
186,"(Rock&Pop, Folk)",5
201,"(NewAge, EasyListening&Vocals)",5
202,"(Alternative&Punk, Folk)",5
212,"(Blues, Classical)",5
218,"(Latin, Childrens's)",5
233,"(World, Blues)",5
242,"(R&B&Soul, Alternative&Punk)",5
253,"(R&B&Soul, Rock&Pop)",5
280,"(Hip-Hop, EasyListening&Vocals)",5
284,"(Comedy&SpokenWord, R&B&Soul)",5
298,"(Childrens's, Alternative&Punk)",5
310,"(Alternative&Punk, Jazz)",5
317,"(Religious, Childrens's)",5
326,"(Folk, Blues)",5
333,"(Latin, Hip-Hop)",5
8,"(Electronic&Dance, Alternative&Punk)",4
17,"(Blues, Latin)",4
33,"(Religious, R&B&Soul)",4
34,"(World, NewAge)",4
42,"(Comedy&SpokenWord, Folk)",4
44,"(Religious, Electronic&Dance)",4
50,"(NewAge, Comedy&SpokenWord)",4
61,"(Country, Folk)",4
70,"(Alternative&Punk, Latin)",4
78,"(Classical, World)",4
83,"(NewAge, R&B&Soul)",4
87,"(NewAge, Folk)",4
91,"(Country, Reggae)",4
94,"(Electronic&Dance, Country)",4
96,"(Folk, EasyListening&Vocals)",4
108,"(Hip-Hop, World)",4
109,"(Reggae, Folk)",4
112,"(Rock&Pop, Alternative&Punk)",4
122,"(Comedy&SpokenWord, Soundtracks&More)",4
123,"(Rock&Pop, Electronic&Dance)",4
131,"(Religious, Country)",4
141,"(Soundtracks&More, Folk)",4
148,"(Comedy&SpokenWord, Religious)",4
152,"(Reggae, Childrens's)",4
157,"(Hip-Hop, Folk)",4
162,"(Soundtracks&More, Rock&Pop)",4
168,"(Religious, EasyListening&Vocals)",4
171,"(Folk, World)",4
175,"(Country, Childrens's)",4
197,"(Rock&Pop, R&B&Soul)",4
200,"(Blues, Comedy&SpokenWord)",4
209,"(Jazz, Hip-Hop)",4
213,"(Alternative&Punk, EasyListening&Vocals)",4
217,"(Jazz, Folk)",4
220,"(Hip-Hop, Soundtracks&More)",4
221,"(Religious, Reggae)",4
226,"(Rock&Pop, NewAge)",4
227,"(NewAge, Childrens's)",4
228,"(Childrens's, Comedy&SpokenWord)",4
240,"(Classical, NewAge)",4
244,"(Electronic&Dance, Reggae)",4
255,"(Jazz, EasyListening&Vocals)",4
262,"(NewAge, NewAge)",4
283,"(Hip-Hop, Alternative&Punk)",4
295,"(R&B&Soul, Childrens's)",4
300,"(Alternative&Punk, Soundtracks&More)",4
10,"(Alternative&Punk, Reggae)",3
12,"(Rock&Pop, Hip-Hop)",3
20,"(Reggae, Rock&Pop)",3
39,"(EasyListening&Vocals, Religious)",3
40,"(Comedy&SpokenWord, Childrens's)",3
48,"(Electronic&Dance, Blues)",3
57,"(EasyListening&Vocals, Blues)",3
58,"(Jazz, R&B&Soul)",3
63,"(Religious, Hip-Hop)",3
66,"(R&B&Soul, Comedy&SpokenWord)",3
68,"(Reggae, Jazz)",3
71,"(Blues, Childrens's)",3
95,"(Childrens's, EasyListening&Vocals)",3
114,"(Latin, Comedy&SpokenWord)",3
117,"(Blues, Religious)",3
136,"(Soundtracks&More, Classical)",3
144,"(Childrens's, Soundtracks&More)",3
164,"(Latin, Reggae)",3
166,"(Rock&Pop, Classical)",3
173,"(Electronic&Dance, EasyListening&Vocals)",3
185,"(Childrens's, Classical)",3
189,"(Hip-Hop, Comedy&SpokenWord)",3
193,"(EasyListening&Vocals, R&B&Soul)",3
204,"(World, Classical)",3
211,"(Alternative&Punk, Childrens's)",3
216,"(Jazz, Rock&Pop)",3
222,"(NewAge, Soundtracks&More)",3
236,"(Reggae, Blues)",3
246,"(Hip-Hop, NewAge)",3
252,"(R&B&Soul, Latin)",3
254,"(Reggae, Electronic&Dance)",3
256,"(Folk, Childrens's)",3
258,"(Folk, NewAge)",3
263,"(Latin, World)",3
271,"(Blues, Alternative&Punk)",3
274,"(Electronic&Dance, NewAge)",3
276,"(Blues, Soundtracks&More)",3
289,"(Soundtracks&More, Religious)",3
309,"(EasyListening&Vocals, World)",3
314,"(Religious, World)",3
321,"(Reggae, Comedy&SpokenWord)",3
323,"(Latin, Electronic&Dance)",3
325,"(Latin, Blues)",3
1,"(Comedy&SpokenWord, EasyListening&Vocals)",2
2,"(Comedy&SpokenWord, Electronic&Dance)",2
28,"(Country, Latin)",2
31,"(Blues, R&B&Soul)",2
35,"(Alternative&Punk, R&B&Soul)",2
38,"(Jazz, World)",2
52,"(Alternative&Punk, Comedy&SpokenWord)",2
67,"(EasyListening&Vocals, Hip-Hop)",2
80,"(Soundtracks&More, Hip-Hop)",2
98,"(World, Hip-Hop)",2
129,"(Rock&Pop, Comedy&SpokenWord)",2
134,"(Classical, Alternative&Punk)",2
138,"(Comedy&SpokenWord, NewAge)",2
146,"(Blues, Reggae)",2
169,"(Soundtracks&More, Reggae)",2
172,"(Comedy&SpokenWord, Rock&Pop)",2
188,"(Country, World)",2
192,"(Soundtracks&More, Electronic&Dance)",2
208,"(Jazz, Comedy&SpokenWord)",2
215,"(Soundtracks&More, Comedy&SpokenWord)",2
234,"(World, EasyListening&Vocals)",2
267,"(Folk, Soundtracks&More)",2
269,"(Country, Electronic&Dance)",2
273,"(Comedy&SpokenWord, Latin)",2
275,"(Jazz, Electronic&Dance)",2
279,"(Folk, Hip-Hop)",2
313,"(Soundtracks&More, Soundtracks&More)",2
316,"(Country, Soundtracks&More)",2
318,"(Country, EasyListening&Vocals)",2
13,"(World, Electronic&Dance)",1
16,"(Reggae, NewAge)",1
23,"(Comedy&SpokenWord, World)",1
27,"(Electronic&Dance, Religious)",1
30,"(Classical, Country)",1
60,"(Alternative&Punk, World)",1
62,"(Childrens's, Hip-Hop)",1
64,"(World, R&B&Soul)",1
88,"(EasyListening&Vocals, Comedy&SpokenWord)",1
99,"(Folk, Electronic&Dance)",1
104,"(NewAge, Blues)",1
107,"(Religious, NewAge)",1
110,"(R&B&Soul, World)",1
118,"(Country, NewAge)",1
121,"(R&B&Soul, Electronic&Dance)",1
139,"(Hip-Hop, Religious)",1
140,"(Classical, Reggae)",1
149,"(Country, Comedy&SpokenWord)",1
154,"(Country, Hip-Hop)",1
174,"(World, Reggae)",1
181,"(Hip-Hop, Childrens's)",1
187,"(EasyListening&Vocals, Reggae)",1
190,"(Reggae, Soundtracks&More)",1
199,"(Latin, Religious)",1
214,"(EasyListening&Vocals, Electronic&Dance)",1
235,"(Religious, Religious)",1
237,"(Religious, Soundtracks&More)",1
247,"(Alternative&Punk, NewAge)",1
248,"(NewAge, Hip-Hop)",1
268,"(Reggae, World)",1
270,"(Electronic&Dance, Classical)",1
278,"(Jazz, NewAge)",1
282,"(EasyListening&Vocals, Childrens's)",1
288,"(Hip-Hop, Classical)",1
292,"(World, Comedy&SpokenWord)",1
299,"(Religious, Classical)",1
303,"(Folk, Comedy&SpokenWord)",1
305,"(Rock&Pop, Reggae)",1
308,"(Rock&Pop, EasyListening&Vocals)",1
311,"(Rock&Pop, Latin)",1
322,"(Folk, Reggae)",1
328,"(Childrens's, R&B&Soul)",1
